,Cargo_100,Cargo_101,Cargo_102,Cargo_103,mean,std
1992,21.0,7.0,,,14.0,7.0
1995,25.0,,,29.0,27.0,2.0
1997,20.0,,,21.0,20.5,0.5
2003,19.0,,,,19.0,0.0
2004,18.0,4.0,,,11.0,7.0
2008,4.0,,,,4.0,0.0
2015,21.0,41.0,4.0,20.0,21.5,13.124404748406688
2031,20.0,,,,20.0,0.0
2047,42.0,,,,42.0,0.0
2057,20.0,,,,20.0,0.0
2073,21.0,,19.0,25.0,21.666666666666668,2.494438257849294
2084,6.0,,,,6.0,0.0
2090,19.0,,,,19.0,0.0
2104,19.0,42.0,19.0,,26.666666666666668,10.842303978193728
2108,4.0,,30.0,42.0,25.333333333333332,15.86050300449376
2110,4.0,,,,4.0,0.0
2111,30.0,,,,30.0,0.0
2116,4.0,,5.0,,4.5,0.5
2121,42.0,4.0,,,23.0,19.0
2130,28.0,,,,28.0,0.0
2139,18.0,,,,18.0,0.0
2158,8.0,,,,8.0,0.0
2161,6.0,,,,6.0,0.0
2166,31.0,,,,31.0,0.0
2167,24.0,,,,24.0,0.0
2169,20.0,20.0,,,20.0,0.0
2172,21.0,,,7.0,14.0,7.0
2173,22.0,19.0,,,20.5,1.5
2185,23.0,,29.0,,26.0,3.0
2193,6.0,,,23.0,14.5,8.5
2194,20.0,24.0,,,22.0,2.0
2205,24.0,19.0,21.0,,21.333333333333332,2.0548046676563256
2212,30.0,4.0,43.0,,25.666666666666668,16.21384867602041
2217,29.0,,,,29.0,0.0
2243,18.0,18.0,4.0,4.0,11.0,7.0
2250,30.0,,,,30.0,0.0
2258,26.0,28.0,,,27.0,1.0
2271,7.0,,,,7.0,0.0
2275,4.0,25.0,27.0,,18.666666666666668,10.402991022884823
2283,42.0,,,,42.0,0.0
2284,4.0,,,,4.0,0.0
2293,24.0,,,25.0,24.5,0.5
2299,4.0,,24.0,,14.0,10.0
2316,31.0,,,,31.0,0.0
2319,25.0,,,,25.0,0.0
2327,4.0,,28.0,,16.0,12.0
2341,19.0,18.0,,,18.5,0.5
2353,21.0,,,,21.0,0.0
2361,17.0,,7.0,,12.0,5.0
2374,18.0,,,,18.0,0.0
2389,21.0,42.0,,,31.5,10.5
2392,21.0,,,,21.0,0.0
2404,4.0,,,,4.0,0.0
2414,19.0,,,,19.0,0.0
2429,20.0,,,4.0,12.0,8.0
2431,18.0,,,,18.0,0.0
2432,18.0,,,,18.0,0.0
2436,30.0,,,,30.0,0.0
2438,30.0,,19.0,,24.5,5.5
2443,19.0,19.0,,,19.0,0.0
2444,7.0,,,,7.0,0.0
2448,25.0,,,,25.0,0.0
2465,26.0,,21.0,,23.5,2.5
2473,21.0,,,,21.0,0.0
2475,22.0,,,,22.0,0.0
2487,6.0,,6.0,,6.0,0.0
2496,21.0,,,,21.0,0.0
2498,27.0,,4.0,,15.5,11.5
2502,25.0,4.0,,,14.5,10.5
2504,20.0,4.0,22.0,,15.333333333333334,8.055363982396381
2510,5.0,,,31.0,18.0,13.0
2519,29.0,,,20.0,24.5,4.5
2534,4.0,,,,4.0,0.0
2549,43.0,,,,43.0,0.0
2553,4.0,,,,4.0,0.0
2580,30.0,4.0,23.0,,19.0,10.98483803552272
2586,8.0,4.0,21.0,,11.0,7.2571803523590805
2591,25.0,,,,25.0,0.0
2602,42.0,,,,42.0,0.0
2606,19.0,23.0,4.0,,15.333333333333334,8.178562764256865
2612,7.0,29.0,,,18.0,11.0
2615,4.0,,24.0,,14.0,10.0
2619,24.0,,,,24.0,0.0
2621,23.0,,,,23.0,0.0
2630,25.0,,,,25.0,0.0
2640,7.0,,,,7.0,0.0
2652,7.0,4.0,,19.0,10.0,6.48074069840786
2661,6.0,,,,6.0,0.0
2666,26.0,,,,26.0,0.0
2667,22.0,,,23.0,22.5,0.5
2668,19.0,,,,19.0,0.0
2670,4.0,,,,4.0,0.0
2677,8.0,,,,8.0,0.0
2720,19.0,,20.0,,19.5,0.5
2733,4.0,,,,4.0,0.0
2735,24.0,,,19.0,21.5,2.5
2745,30.0,,,27.0,28.5,1.5
2746,4.0,,,,4.0,0.0
2769,17.0,,,,17.0,0.0
2770,19.0,23.0,,,21.0,2.0
2771,4.0,,25.0,,14.5,10.5
2775,23.0,,7.0,,15.0,8.0
2791,31.0,,,,31.0,0.0
2793,7.0,,,,7.0,0.0
2795,27.0,,30.0,,28.5,1.5
2800,30.0,,,,30.0,0.0
2806,19.0,,,,19.0,0.0
2818,29.0,,,8.0,18.5,10.5
2831,4.0,,,,4.0,0.0
2835,20.0,,,,20.0,0.0
2847,7.0,,,,7.0,0.0
2855,29.0,,,,29.0,0.0
2856,23.0,,22.0,,22.5,0.5
2859,21.0,,,4.0,12.5,8.5
2862,20.0,19.0,,,19.5,0.5
2874,4.0,20.0,,,12.0,8.0
2902,22.0,,,,22.0,0.0
2904,21.0,,,29.0,25.0,4.0
2911,4.0,,,,4.0,0.0
2950,19.0,31.0,,7.0,19.0,9.797958971132712
2955,4.0,,,,4.0,0.0
2961,4.0,,,,4.0,0.0
2962,4.0,,,,4.0,0.0
2968,21.0,19.0,25.0,29.0,23.5,3.840572873934304
2971,23.0,,,,23.0,0.0
2975,20.0,,,,20.0,0.0
2980,6.0,,17.0,,11.5,5.5
2982,8.0,,6.0,,7.0,1.0
2994,20.0,,,,20.0,0.0
2997,23.0,,,18.0,20.5,2.5
3001,4.0,,,,4.0,0.0
3007,22.0,,20.0,,21.0,1.0
3013,7.0,,,,7.0,0.0
3015,7.0,,,,7.0,0.0
3023,23.0,,,,23.0,0.0
3025,21.0,,,,21.0,0.0
3029,6.0,,,,6.0,0.0
3031,25.0,,,,25.0,0.0
3038,18.0,,,,18.0,0.0
3041,17.0,,,,17.0,0.0
3053,27.0,,,23.0,25.0,2.0
3062,25.0,,,,25.0,0.0
3075,29.0,,,,29.0,0.0
3082,8.0,,,26.0,17.0,9.0
3086,21.0,,29.0,,25.0,4.0
3091,29.0,,,,29.0,0.0
3093,28.0,,,,28.0,0.0
3100,29.0,,,,29.0,0.0
3101,19.0,31.0,,,25.0,6.0
3126,4.0,,,8.0,6.0,2.0
3130,6.0,,,24.0,15.0,9.0
3140,42.0,,,,42.0,0.0
3144,4.0,,19.0,,11.5,7.5
3156,24.0,,31.0,,27.5,3.5
3157,28.0,,,,28.0,0.0
3174,21.0,,,,21.0,0.0
3178,20.0,,,,20.0,0.0
3198,25.0,27.0,30.0,23.0,26.25,2.5860201081971503
3203,20.0,,,,20.0,0.0
3205,20.0,,,4.0,12.0,8.0
3206,4.0,31.0,,,17.5,13.5
3211,4.0,,,,4.0,0.0
3213,4.0,,,,4.0,0.0
3225,19.0,,,,19.0,0.0
3230,8.0,,,7.0,7.5,0.5
3240,20.0,,29.0,,24.5,4.5
3247,19.0,,,,19.0,0.0
3251,6.0,,,,6.0,0.0
3253,4.0,,,,4.0,0.0
3255,25.0,,,,25.0,0.0
3264,24.0,,,,24.0,0.0
3265,24.0,,,22.0,23.0,1.0
3266,27.0,27.0,24.0,,26.0,1.4142135623730951
3271,4.0,,,4.0,4.0,0.0
3279,7.0,,,,7.0,0.0
3282,24.0,4.0,,24.0,17.333333333333332,9.428090415820632
3296,27.0,,,,27.0,0.0
3304,17.0,,,,17.0,0.0
3311,7.0,,29.0,,18.0,11.0
3313,4.0,,,,4.0,0.0
3346,19.0,,,,19.0,0.0
3353,24.0,20.0,,,22.0,2.0
3355,22.0,,,30.0,26.0,4.0
3369,4.0,8.0,21.0,,11.0,7.2571803523590805
3372,21.0,,42.0,,31.5,10.5
3373,26.0,,,29.0,27.5,1.5
3376,23.0,,,,23.0,0.0
3383,22.0,,,,22.0,0.0
3401,7.0,,,,7.0,0.0
3411,26.0,,,,26.0,0.0
3422,30.0,20.0,,,25.0,5.0
3428,23.0,,,18.0,20.5,2.5
3429,25.0,30.0,,,27.5,2.5
3431,4.0,,,,4.0,0.0
3438,22.0,,,,22.0,0.0
3440,42.0,,,24.0,33.0,9.0
3444,4.0,,,,4.0,0.0
3451,31.0,,,,31.0,0.0
3465,43.0,19.0,4.0,,22.0,16.06237840420901
3478,25.0,,,21.0,23.0,2.0
3481,4.0,,31.0,,17.5,13.5
3484,25.0,,,,25.0,0.0
3492,4.0,,,,4.0,0.0
3502,20.0,,,,20.0,0.0
3507,6.0,,,,6.0,0.0
3511,21.0,,,,21.0,0.0
3512,6.0,,,,6.0,0.0
3519,4.0,,24.0,26.0,18.0,9.93310961716756
3521,24.0,,,,24.0,0.0
3527,30.0,,,,30.0,0.0
3534,8.0,,,,8.0,0.0
3535,8.0,,,,8.0,0.0
3542,22.0,,,8.0,15.0,7.0
3543,23.0,,,,23.0,0.0
3549,23.0,,23.0,,23.0,0.0
3552,26.0,,,,26.0,0.0
3554,18.0,,,,18.0,0.0
3565,4.0,17.0,,20.0,13.666666666666666,6.944222218666553
3580,24.0,,,,24.0,0.0
3594,7.0,,,,7.0,0.0
3596,21.0,,,,21.0,0.0
3598,25.0,,,,25.0,0.0
3599,22.0,,,,22.0,0.0
3606,27.0,,,,27.0,0.0
3615,43.0,,,,43.0,0.0
3616,30.0,,,,30.0,0.0
3617,7.0,18.0,,,12.5,5.5
3624,4.0,,,,4.0,0.0
3642,23.0,,,,23.0,0.0
3644,20.0,22.0,,,21.0,1.0
3648,30.0,,,,30.0,0.0
3649,4.0,,23.0,19.0,15.333333333333334,8.178562764256865
3652,4.0,,24.0,,14.0,10.0
3658,24.0,,,,24.0,0.0
3662,27.0,,,,27.0,0.0
3663,23.0,,,,23.0,0.0
3671,20.0,,,,20.0,0.0
3675,20.0,,,,20.0,0.0
3685,29.0,24.0,,,26.5,2.5
3692,21.0,,,,21.0,0.0
3694,17.0,,,,17.0,0.0
3695,21.0,,,,21.0,0.0
3701,21.0,,,,21.0,0.0
3708,18.0,28.0,,,23.0,5.0
3724,20.0,,,,20.0,0.0
3725,20.0,31.0,,,25.5,5.5
3726,4.0,,,,4.0,0.0
3730,4.0,7.0,,,5.5,1.5
3732,20.0,,,,20.0,0.0
3753,21.0,,,,21.0,0.0
3758,26.0,,,,26.0,0.0
3760,23.0,,,,23.0,0.0
3762,21.0,7.0,,20.0,16.0,6.377042156569663
3806,29.0,,,,29.0,0.0
3814,4.0,,,,4.0,0.0
3823,28.0,,,,28.0,0.0
3825,26.0,,,,26.0,0.0
3829,21.0,24.0,,,22.5,1.5
3833,4.0,,,,4.0,0.0
3844,6.0,,,21.0,13.5,7.5
3845,4.0,,21.0,,12.5,8.5
3861,18.0,,,,18.0,0.0
3870,7.0,,,,7.0,0.0
3885,20.0,,,,20.0,0.0
3897,25.0,,4.0,,14.5,10.5
3898,25.0,25.0,,,25.0,0.0
3904,4.0,,,,4.0,0.0
3907,30.0,,,,30.0,0.0
3911,4.0,4.0,,,4.0,0.0
3913,29.0,,,,29.0,0.0
3923,30.0,,,24.0,27.0,3.0
3924,29.0,,,,29.0,0.0
3927,23.0,,,,23.0,0.0
3928,21.0,,,,21.0,0.0
3931,20.0,,,,20.0,0.0
3933,43.0,,18.0,,30.5,12.5
3940,8.0,,,,8.0,0.0
3947,8.0,4.0,,,6.0,2.0
3949,21.0,,20.0,,20.5,0.5
3959,43.0,,,,43.0,0.0
3960,42.0,,,,42.0,0.0
3966,17.0,18.0,17.0,,17.333333333333332,0.4714045207910317
3982,7.0,,,,7.0,0.0
3985,30.0,,,,30.0,0.0
3988,21.0,,21.0,24.0,22.0,1.4142135623730951
3991,29.0,4.0,,21.0,18.0,10.424330514074594
3995,24.0,,6.0,,15.0,9.0
3997,20.0,,,,20.0,0.0
3998,42.0,,,42.0,42.0,0.0
4000,19.0,,,,19.0,0.0
4001,30.0,,,,30.0,0.0
4005,21.0,,,,21.0,0.0
4006,43.0,,,,43.0,0.0
4022,21.0,,,,21.0,0.0
4026,43.0,,,42.0,42.5,0.5
4047,4.0,,,,4.0,0.0
4048,7.0,28.0,22.0,,19.0,8.831760866327848
4057,25.0,17.0,,,21.0,4.0
4065,24.0,,26.0,,25.0,1.0
4073,19.0,,,,19.0,0.0
4078,4.0,,,,4.0,0.0
4082,7.0,,,,7.0,0.0
4086,23.0,,,,23.0,0.0
4092,24.0,,,,24.0,0.0
4097,21.0,,6.0,,13.5,7.5
4103,8.0,,,30.0,19.0,11.0
4111,22.0,,,,22.0,0.0
4129,18.0,23.0,,,20.5,2.5
4130,19.0,24.0,,,21.5,2.5
4135,30.0,,,,30.0,0.0
4145,20.0,21.0,28.0,,23.0,3.559026084010437
4147,22.0,,28.0,,25.0,3.0
4154,24.0,,,,24.0,0.0
4155,27.0,,,,27.0,0.0
4173,24.0,,19.0,,21.5,2.5
4181,23.0,,,,23.0,0.0
4192,4.0,,,,4.0,0.0
4193,30.0,,,,30.0,0.0
4195,8.0,25.0,,4.0,12.333333333333334,9.104333522498441
4196,5.0,,,7.0,6.0,1.0
4200,29.0,27.0,,,28.0,1.0
4218,21.0,,,,21.0,0.0
4227,7.0,20.0,,29.0,18.666666666666668,9.030811456096044
4228,8.0,,,,8.0,0.0
4238,25.0,,17.0,,21.0,4.0
4239,28.0,,4.0,,16.0,12.0
4251,24.0,4.0,,30.0,19.333333333333332,11.115554667022044
4253,4.0,,24.0,,14.0,10.0
4266,7.0,,,,7.0,0.0
4272,22.0,42.0,,,32.0,10.0
4305,42.0,,,,42.0,0.0
4316,4.0,,,,4.0,0.0
4318,21.0,,,,21.0,0.0
4325,4.0,,6.0,,5.0,1.0
4327,25.0,4.0,,,14.5,10.5
4330,21.0,,25.0,20.0,22.0,2.160246899469287
4332,18.0,,26.0,,22.0,4.0
4336,6.0,,,24.0,15.0,9.0
4343,30.0,,,21.0,25.5,4.5
4345,25.0,,29.0,,27.0,2.0
4350,43.0,,,,43.0,0.0
4353,18.0,,4.0,,11.0,7.0
4358,23.0,,,,23.0,0.0
4361,20.0,,,,20.0,0.0
4365,44.0,,18.0,,31.0,13.0
4366,18.0,4.0,,,11.0,7.0
4367,43.0,,20.0,26.0,29.666666666666668,9.741092797468305
4368,30.0,,,,30.0,0.0
4378,21.0,7.0,,,14.0,7.0
4383,42.0,,,,42.0,0.0
4395,41.0,,,,41.0,0.0
4427,6.0,,,,6.0,0.0
4430,22.0,,4.0,,13.0,9.0
4434,26.0,,,,26.0,0.0
4438,18.0,24.0,,,21.0,3.0
4443,4.0,,,23.0,13.5,9.5
4448,7.0,,30.0,,18.5,11.5
4451,43.0,,,,43.0,0.0
4453,21.0,,22.0,,21.5,0.5
4457,23.0,,18.0,21.0,20.666666666666668,2.0548046676563256
4464,20.0,,,,20.0,0.0
4466,30.0,,,,30.0,0.0
4467,20.0,,19.0,,19.5,0.5
4470,19.0,,,,19.0,0.0
4485,21.0,,7.0,29.0,19.0,9.092121131323903
4487,4.0,,,,4.0,0.0
4490,24.0,,22.0,,23.0,1.0
4500,7.0,,,,7.0,0.0
4501,29.0,,42.0,,35.5,6.5
4504,4.0,6.0,22.0,,10.666666666666666,8.055363982396381
4518,30.0,,,,30.0,0.0
4519,24.0,7.0,,,15.5,8.5
4527,20.0,,,,20.0,0.0
4528,42.0,21.0,,,31.5,10.5
4530,32.0,,,,32.0,0.0
4532,8.0,,,,8.0,0.0
4534,30.0,,,,30.0,0.0
4541,7.0,,,,7.0,0.0
4545,4.0,,,,4.0,0.0
4556,21.0,4.0,24.0,,16.333333333333332,8.806563209081938
4559,24.0,,,28.0,26.0,2.0
4561,18.0,,,21.0,19.5,1.5
4567,19.0,,,31.0,25.0,6.0
4594,20.0,,,,20.0,0.0
4596,18.0,,,,18.0,0.0
4602,7.0,,,,7.0,0.0
4611,20.0,23.0,,,21.5,1.5
4612,25.0,24.0,,,24.5,0.5
4613,21.0,,,,21.0,0.0
4617,4.0,,,,4.0,0.0
4630,6.0,,,,6.0,0.0
4648,22.0,21.0,19.0,,20.666666666666668,1.247219128924647
4657,21.0,30.0,,,25.5,4.5
4658,24.0,,,,24.0,0.0
4668,17.0,,,,17.0,0.0
4691,23.0,,,,23.0,0.0
4695,23.0,,,,23.0,0.0
4706,7.0,,,7.0,7.0,0.0
4708,4.0,,,,4.0,0.0
4723,23.0,8.0,,19.0,16.666666666666668,6.342099196813483
4739,29.0,,,,29.0,0.0
4743,29.0,,,,29.0,0.0
4748,22.0,,,,22.0,0.0
4760,4.0,,,,4.0,0.0
4761,30.0,,,,30.0,0.0
4762,29.0,,,,29.0,0.0
4774,4.0,,,,4.0,0.0
4785,21.0,,,,21.0,0.0
4799,29.0,24.0,,,26.5,2.5
4809,19.0,,,,19.0,0.0
4814,7.0,,,,7.0,0.0
4833,4.0,,,,4.0,0.0
4843,4.0,,,,4.0,0.0
4856,30.0,,,,30.0,0.0
4857,29.0,,,,29.0,0.0
4861,4.0,,,,4.0,0.0
4865,23.0,,,,23.0,0.0
4886,4.0,,,,4.0,0.0
4898,42.0,,,41.0,41.5,0.5
4904,30.0,,,,30.0,0.0
4907,30.0,,,,30.0,0.0
4924,20.0,,,5.0,12.5,7.5
4925,21.0,,,4.0,12.5,8.5
4928,4.0,24.0,,,14.0,10.0
4935,24.0,,,,24.0,0.0
4938,21.0,,,,21.0,0.0
4941,19.0,,,,19.0,0.0
4945,19.0,,,,19.0,0.0
4954,4.0,,,,4.0,0.0
4958,22.0,,,21.0,21.5,0.5
4962,24.0,,,4.0,14.0,10.0
4965,24.0,,30.0,,27.0,3.0
4969,26.0,,,,26.0,0.0
4974,17.0,,,,17.0,0.0
4975,18.0,,,,18.0,0.0
4995,6.0,,8.0,,7.0,1.0
4999,23.0,,,,23.0,0.0
5013,17.0,,7.0,,12.0,5.0
5020,29.0,,,,29.0,0.0
5027,19.0,,,,19.0,0.0
5028,19.0,,,,19.0,0.0
5035,25.0,,30.0,,27.5,2.5
5048,19.0,,17.0,,18.0,1.0
5050,4.0,,,,4.0,0.0
5054,7.0,,,,7.0,0.0
5059,24.0,,,,24.0,0.0
5078,4.0,,,,4.0,0.0
5084,7.0,30.0,,18.0,18.333333333333332,9.392668535736913
5100,25.0,,31.0,,28.0,3.0
5108,4.0,,,,4.0,0.0
5110,21.0,,,29.0,25.0,4.0
5142,24.0,,,19.0,21.5,2.5
5148,20.0,,,,20.0,0.0
5152,4.0,29.0,,4.0,12.333333333333334,11.785113019775793
5160,4.0,,,,4.0,0.0
5176,21.0,4.0,,,12.5,8.5
5188,7.0,4.0,31.0,,14.0,12.083045973594572
5197,20.0,,,,20.0,0.0
5200,28.0,19.0,,24.0,23.666666666666668,3.681787005729087
5202,21.0,,22.0,,21.5,0.5
5205,19.0,,,30.0,24.5,5.5
5214,8.0,,42.0,,25.0,17.0
5229,22.0,,,,22.0,0.0
5244,30.0,,,,30.0,0.0
5249,25.0,24.0,,,24.5,0.5
5267,17.0,,,,17.0,0.0
5270,20.0,8.0,,,14.0,6.0
5280,4.0,,,,4.0,0.0
5282,8.0,,,,8.0,0.0
5290,21.0,,,,21.0,0.0
5300,28.0,,,,28.0,0.0
5311,7.0,,,,7.0,0.0
5315,7.0,,,,7.0,0.0
5319,30.0,24.0,,,27.0,3.0
5339,21.0,,,,21.0,0.0
5349,4.0,,,,4.0,0.0
5362,4.0,24.0,,,14.0,10.0
5372,43.0,,,,43.0,0.0
5374,17.0,,,,17.0,0.0
5378,7.0,,,23.0,15.0,8.0
5379,31.0,,,,31.0,0.0
5381,25.0,,17.0,,21.0,4.0
5388,20.0,,,,20.0,0.0
5390,23.0,,,,23.0,0.0
5395,19.0,,,,19.0,0.0
5399,7.0,22.0,,,14.5,7.5
5400,4.0,,21.0,22.0,15.666666666666666,8.259674462242577
5402,4.0,,,,4.0,0.0
5415,24.0,7.0,,,15.5,8.5
5425,8.0,,,,8.0,0.0
5426,4.0,,,,4.0,0.0
5433,24.0,,,,24.0,0.0
5441,21.0,,,,21.0,0.0
5452,8.0,,,,8.0,0.0
5455,4.0,,,,4.0,0.0
5471,18.0,,,,18.0,0.0
5483,,,,43.0,43.0,0.0
5484,17.0,,,,17.0,0.0
5487,6.0,,,,6.0,0.0
5489,,,,23.0,23.0,0.0
5498,,,,,,
5508,4.0,,,,4.0,0.0
5509,,,,,,
5511,,,,30.0,30.0,0.0
