,channel_100,channel_101,channel_102,channel_103
1359,7,4,8,7
1360,4,6,9,7
1361,10,5,11,8
1362,8,5,9,6
1363,4,5,6,7
1364,6,5,6,6
1365,1,2,2,3
1366,0,0,1,0
1367,0,0,0,0
1368,0,0,0,0
1369,0,0,0,0
1370,0,0,0,0
1371,0,0,0,0
1372,0,0,0,0
1373,0,0,0,0
1374,0,0,0,0
1375,0,0,0,0
1376,0,0,0,0
1377,7,5,11,7
1378,10,4,7,6
1379,5,5,6,7
1380,5,7,4,7
1381,5,7,5,7
1382,6,6,3,6
1383,9,7,9,4
1384,11,6,6,7
1385,8,8,9,10
1386,6,5,6,5
1387,9,4,5,4
1388,6,13,4,4
1389,3,8,1,1
1390,2,3,2,0
1391,0,0,0,0
1392,0,0,0,0
1393,0,0,0,0
1394,0,0,0,0
1395,0,0,0,0
1396,0,0,0,0
1397,0,0,0,0
1398,0,0,0,0
1399,0,0,0,0
1400,0,0,0,0
1401,7,8,7,8
1402,8,9,8,8
1403,7,6,5,5
1404,6,7,5,4
1405,6,3,6,5
1406,7,2,8,5
1407,2,6,7,6
1408,6,7,7,7
1409,5,7,5,12
1410,4,6,2,8
1411,4,8,4,4
1412,6,7,8,3
1413,6,6,4,2
1414,3,3,0,1
1415,0,0,0,0
1416,0,0,0,0
1417,0,0,0,0
1418,0,0,0,0
1419,0,0,0,0
1420,0,0,0,0
1421,0,0,0,0
1422,0,0,0,0
1423,0,0,0,0
1424,0,0,0,0
1425,8,9,9,6
1426,10,11,6,4
1427,8,8,6,5
1428,5,5,5,5
1429,2,4,5,6
1430,6,8,6,6
1431,4,7,9,10
1432,6,6,7,8
1433,6,4,11,4
1434,5,5,7,4
1435,10,4,7,6
1436,11,6,7,8
1437,4,5,3,3
1438,1,2,1,0
1439,0,0,0,0
1440,0,0,0,0
1441,0,0,0,0
1442,0,0,0,0
1443,0,0,0,0
1444,0,0,0,0
1445,0,0,0,0
1446,0,0,0,0
1447,0,0,0,0
1448,0,0,0,0
1449,9,9,5,6
1450,10,8,5,8
1451,6,7,6,7
1452,5,3,3,3
1453,4,7,5,4
1454,6,6,4,5
1455,7,8,4,4
1456,4,8,3,4
1457,10,8,7,8
1458,7,8,7,4
1459,8,7,6,3
1460,8,5,8,5
1461,5,2,4,3
1462,0,0,2,2
1463,0,0,0,0
1464,0,0,0,0
1465,0,0,0,0
1466,0,0,0,0
1467,0,0,0,0
1468,0,0,0,0
1469,0,0,0,0
1470,0,0,0,0
1471,0,0,0,0
1472,0,0,0,0
1473,4,8,6,8
1474,7,8,9,7
1475,7,9,7,10
1476,2,5,4,4
1477,6,8,2,5
1478,5,4,6,5
1479,7,6,5,3
1480,8,7,9,6
1481,7,8,9,10
1482,7,8,7,9
1483,7,6,5,4
1484,6,5,6,5
1485,0,4,2,2
1486,0,1,2,0
1487,0,0,0,0
1488,0,0,0,0
1489,0,0,0,0
1490,0,0,0,0
1491,0,0,0,0
1492,0,0,0,0
1493,0,0,0,0
1494,0,0,0,0
1495,0,0,0,0
1496,0,0,0,0
1497,9,6,7,5
1498,9,8,9,7
1499,6,8,4,3
1500,2,5,4,3
1501,6,3,3,3
1502,3,5,2,3
1503,5,8,4,6
1504,6,9,3,7
1505,5,7,8,7
1506,4,6,6,4
1507,5,7,4,7
1508,8,5,5,6
1509,2,3,4,4
1510,1,1,2,4
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0,0
1520,0,0,0,0
1521,8,5,7,7
1522,9,5,5,6
1523,11,6,7,6
1524,6,7,2,4
1525,4,3,6,4
1526,3,2,4,5
1527,6,2,6,6
1528,7,5,5,5
1529,6,8,5,7
1530,9,8,7,11
1531,6,5,4,6
1532,7,3,8,5
1533,3,0,3,4
1534,0,0,1,1
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,0,0,0,0
1539,0,0,0,0
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,0,0,0,0
1544,0,0,0,0
1545,6,9,8,5
1546,6,8,9,8
1547,3,8,10,5
1548,5,3,5,2
1549,7,3,5,5
1550,7,5,4,9
1551,8,3,4,5
1552,6,4,13,6
1553,7,5,8,7
1554,8,6,9,6
1555,9,6,6,8
1556,6,4,8,8
1557,3,2,5,4
1558,0,1,3,0
1559,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0,0,0,0
1568,0,0,0,0
1569,8,6,9,8
1570,7,7,6,6
1571,6,5,8,4
1572,4,4,5,3
1573,6,4,3,5
1574,8,4,5,8
1575,9,2,4,7
1576,7,0,8,7
1577,7,1,8,6
1578,8,3,7,7
1579,5,0,5,6
1580,8,1,5,5
1581,2,0,3,1
1582,1,0,1,0
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1590,0,0,0,0
1591,0,0,0,0
1592,0,0,0,0
1593,9,9,7,6
1594,8,7,5,5
1595,7,3,2,5
1596,4,1,4,4
1597,4,0,5,3
1598,7,2,4,6
1599,7,2,2,13
1600,8,4,4,10
1601,8,3,9,6
1602,10,4,10,4
1603,6,4,8,6
1604,8,5,6,6
1605,2,3,3,3
1606,1,0,2,1
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,0,0,0,0
1617,8,6,6,7
1618,8,9,8,9
1619,7,7,12,5
1620,6,6,8,6
1621,6,3,6,7
1622,10,8,9,3
1623,7,6,7,7
1624,8,7,6,5
1625,6,6,3,5
1626,4,3,3,9
1627,6,1,6,7
1628,6,7,6,7
1629,4,4,1,1
1630,1,2,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
1637,0,0,0,0
1638,0,0,0,0
1639,0,0,0,0
1640,0,0,0,0
1641,5,5,11,10
1642,6,7,8,10
1643,3,4,7,7
1644,6,5,8,3
1645,4,7,3,0
1646,9,8,9,3
1647,9,5,11,6
1648,4,5,10,4
1649,7,5,6,5
1650,5,4,6,7
1651,5,3,5,8
1652,8,3,3,4
1653,4,0,2,1
1654,2,0,0,0
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,0,0,0,0
1659,0,0,0,0
1660,0,0,0,0
1661,0,0,0,0
1662,0,0,0,0
1663,0,0,0,0
1664,0,0,0,0
1665,8,9,9,7
1666,7,8,9,9
1667,6,5,7,5
1668,5,4,6,4
1669,8,4,2,5
1670,4,4,6,4
1671,5,3,5,8
1672,5,4,4,8
1673,3,3,5,7
1674,4,1,8,8
1675,8,4,6,4
1676,6,4,5,1
1677,4,3,1,0
1678,2,1,0,0
1679,0,0,0,0
1680,0,0,0,0
1681,0,0,0,0
1682,0,0,0,0
1683,0,0,0,0
1684,0,0,0,0
1685,0,0,0,0
1686,0,0,0,0
1687,0,0,0,0
1688,0,0,0,0
1689,7,12,9,7
1690,10,8,6,5
1691,8,2,2,5
1692,4,2,6,4
1693,7,3,8,10
1694,4,8,4,11
1695,8,7,4,9
1696,9,7,4,5
1697,13,6,5,5
1698,8,3,4,5
1699,7,7,5,4
1700,4,3,5,5
1701,0,1,2,1
1702,0,1,2,0
1703,0,0,0,0
1704,0,0,0,0
1705,0,0,0,0
1706,0,0,0,0
1707,0,0,0,0
1708,0,0,0,0
1709,0,0,0,0
1710,0,0,0,0
1711,0,0,0,0
1712,0,0,0,0
1713,10,6,10,7
1714,8,7,9,8
1715,7,7,6,9
1716,6,3,2,2
1717,7,3,6,6
1718,4,3,7,5
1719,7,2,6,9
1720,3,4,6,6
1721,5,4,5,7
1722,8,3,7,4
1723,8,4,3,5
1724,9,2,1,4
1725,5,0,1,0
1726,3,0,0,0
1727,0,0,0,0
1728,0,0,0,0
1729,0,0,0,0
1730,0,0,0,0
1731,0,0,0,0
1732,0,0,0,0
1733,0,0,0,0
1734,0,0,0,0
1735,0,0,0,0
1736,0,0,0,0
1737,7,6,5,9
1738,5,8,9,10
1739,8,6,8,6
1740,5,7,4,3
1741,2,4,2,6
1742,5,3,2,6
1743,7,5,4,8
1744,9,8,4,7
1745,10,7,5,5
1746,6,3,4,8
1747,7,4,4,4
1748,7,5,3,4
1749,4,2,1,2
1750,1,1,0,1
1751,0,0,0,0
1752,0,0,0,0
1753,0,0,0,0
1754,0,0,0,0
1755,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1758,0,0,0,0
1759,0,0,0,0
1760,0,0,0,0
1761,8,9,9,9
1762,7,6,9,9
1763,6,4,4,6
1764,3,5,2,4
1765,6,6,1,7
1766,4,9,2,5
1767,6,6,4,4
1768,7,6,4,6
1769,5,2,6,7
1770,4,8,4,6
1771,3,5,2,5
1772,6,4,2,5
1773,2,2,1,2
1774,0,0,1,0
1775,0,0,0,0
1776,0,0,0,0
1777,0,0,0,0
1778,0,0,0,0
1779,0,0,0,0
1780,0,0,0,0
1781,0,0,0,0
1782,0,0,0,0
1783,0,0,0,0
1784,0,0,0,0
1785,7,8,10,6
1786,6,7,9,8
1787,6,5,6,5
1788,2,3,5,5
1789,4,4,7,3
1790,5,4,3,4
1791,6,5,2,3
1792,5,9,2,4
1793,1,6,8,6
1794,1,5,6,4
1795,4,6,6,6
1796,3,5,7,3
1797,2,3,3,2
1798,0,2,1,0
1799,0,0,0,0
1800,0,0,0,0
1801,0,0,0,0
1802,0,0,0,0
1803,0,0,0,0
1804,0,0,0,0
1805,0,0,0,0
1806,0,0,0,0
1807,0,0,0,0
1808,0,0,0,0
1809,4,8,9,10
1810,6,10,8,7
1811,4,7,5,5
1812,4,3,2,3
1813,4,3,6,6
1814,4,9,6,4
1815,3,5,6,8
1816,1,5,4,7
1817,6,4,4,10
1818,7,6,3,5
1819,3,5,3,6
1820,1,5,2,5
1821,1,2,0,1
1822,0,0,0,1
1823,0,0,0,0
1824,0,0,0,0
1825,0,0,0,0
1826,0,0,0,0
1827,0,0,0,0
1828,0,0,0,0
1829,0,0,0,0
1830,0,0,0,0
1831,0,0,0,0
1832,0,0,0,0
1833,7,8,6,8
1834,7,5,10,7
1835,4,6,9,7
1836,2,6,7,8
1837,2,2,2,6
1838,4,4,2,10
1839,6,8,8,5
1840,7,6,7,2
1841,7,4,4,5
1842,4,1,3,2
1843,6,1,4,7
1844,6,5,8,4
1845,1,2,5,2
1846,0,1,2,0
1847,0,0,0,0
1848,0,0,0,0
1849,0,0,0,0
1850,0,0,0,0
1851,0,0,0,0
1852,0,0,0,0
1853,0,0,0,0
1854,0,0,0,0
1855,0,0,0,0
1856,0,0,0,0
1857,5,7,12,11
1858,6,7,8,7
1859,6,5,7,6
1860,6,5,3,1
1861,8,6,4,4
1862,9,7,8,7
1863,6,6,7,4
1864,4,4,4,6
1865,6,5,5,5
1866,8,3,3,3
1867,6,2,3,5
1868,5,4,2,4
1869,3,3,1,1
1870,1,2,0,0
1871,0,0,0,0
1872,0,0,0,0
1873,0,0,0,0
1874,0,0,0,0
1875,0,0,0,0
1876,0,0,0,0
1877,0,0,0,0
1878,0,0,0,0
1879,0,0,0,0
1880,0,0,0,0
1881,9,8,7,8
1882,7,7,7,3
1883,5,2,8,4
1884,5,3,4,1
1885,6,4,4,3
1886,4,8,6,5
1887,4,9,5,3
1888,4,4,6,2
1889,4,3,5,2
1890,6,3,5,2
1891,5,3,5,1
1892,6,1,5,2
1893,2,1,2,0
1894,0,1,0,0
1895,0,0,0,0
1896,0,0,0,0
1897,0,0,0,0
1898,0,0,0,0
1899,0,0,0,0
1900,0,0,0,0
1901,0,0,0,0
1902,0,0,0,0
1903,0,0,0,0
1904,0,0,0,0
1905,10,10,6,5
1906,6,13,7,7
1907,5,9,5,5
1908,3,4,4,7
1909,5,2,4,5
1910,7,5,3,7
1911,6,5,6,2
1912,8,6,2,4
1913,3,6,5,6
1914,9,4,6,4
1915,7,5,10,6
1916,4,5,4,6
1917,2,3,1,2
1918,0,0,1,1
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,0,0,0,0
1923,0,0,0,1
1924,0,0,0,0
1925,0,0,0,0
1926,0,0,0,0
1927,0,0,0,0
1928,0,0,0,0
1929,8,7,7,8
1930,7,9,7,8
1931,5,7,4,4
1932,6,2,3,4
1933,3,4,4,3
1934,5,6,4,6
1935,6,6,8,3
1936,3,8,11,6
1937,4,5,7,4
1938,4,8,4,6
1939,2,4,6,3
1940,2,4,5,2
1941,1,3,3,0
1942,0,0,0,0
1943,0,0,0,0
1944,0,0,0,0
1945,0,0,0,0
1946,0,0,0,0
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,0,0,0,0
1951,0,0,0,0
1952,0,0,0,0
1953,10,7,8,10
1954,6,6,8,6
1955,2,3,7,4
1956,3,0,7,5
1957,6,5,3,6
1958,5,5,3,6
1959,3,13,3,8
1960,5,11,5,6
1961,9,6,3,5
1962,7,5,3,8
1963,6,9,5,7
1964,2,9,5,7
1965,1,2,2,1
1966,1,1,0,1
1967,0,0,0,0
1968,0,0,0,0
1969,0,0,0,0
1970,0,0,0,0
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,0,0,0,0
1975,0,0,0,0
1976,0,0,0,0
1977,10,6,10,6
1978,14,7,8,11
1979,9,9,3,8
1980,1,7,2,4
1981,3,9,3,5
1982,4,6,2,4
1983,3,7,3,3
1984,4,7,2,5
1985,2,4,1,4
1986,2,5,0,3
1987,7,6,2,6
1988,4,4,1,8
1989,3,3,0,4
1990,1,2,0,0
1991,0,0,0,0
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,0,0,0,0
1996,0,0,0,0
1997,0,0,0,0
1998,0,0,0,0
1999,0,0,0,0
2000,0,0,0,0
2001,5,8,7,7
2002,4,6,8,5
2003,7,6,7,4
2004,2,2,3,3
2005,3,5,3,2
2006,2,6,3,3
2007,4,8,1,7
2008,3,5,3,6
2009,2,2,5,4
2010,3,6,5,6
2011,6,9,2,8
2012,4,4,3,5
2013,1,1,2,1
2014,0,0,1,0
2015,0,0,0,0
2016,0,0,0,0
2017,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2020,0,0,0,0
2021,0,0,0,0
2022,0,0,0,0
2023,0,0,0,0
2024,0,0,0,0
2025,9,10,8,5
2026,9,11,4,8
2027,4,7,2,6
2028,4,3,5,4
2029,1,3,5,8
2030,3,7,6,7
2031,3,5,8,6
2032,3,10,5,7
2033,3,7,3,8
2034,5,4,5,8
2035,2,3,7,9
2036,3,2,4,8
2037,0,0,1,1
2038,0,0,0,0
2039,0,0,0,0
2040,0,0,0,0
2041,0,0,0,0
2042,0,0,0,0
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0,0,0,0
2047,0,0,0,0
2048,0,0,0,0
2049,6,10,6,5
2050,4,11,8,7
2051,4,12,6,5
2052,3,9,7,5
2053,3,4,5,7
2054,2,6,5,8
2055,3,3,7,4
2056,3,7,5,5
2057,4,7,6,5
2058,2,6,5,9
2059,4,3,8,6
2060,3,7,5,8
2061,2,5,1,5
2062,0,3,0,1
2063,0,0,1,0
2064,0,0,0,0
2065,0,0,0,0
2066,0,0,0,0
2067,0,0,0,0
2068,0,0,0,0
2069,0,0,0,0
2070,0,0,0,0
2071,0,0,0,0
2072,0,0,0,0
2073,9,6,8,8
2074,7,9,8,9
2075,7,4,7,5
2076,5,6,5,4
2077,2,7,5,5
2078,3,7,5,1
2079,7,6,5,8
2080,4,6,7,7
2081,2,5,4,8
2082,3,8,4,4
2083,5,9,5,4
2084,3,8,7,5
2085,0,1,2,1
2086,0,0,1,1
2087,0,0,0,0
2088,0,0,0,0
2089,0,0,0,0
2090,0,0,0,0
2091,0,0,0,0
2092,0,0,0,0
2093,0,0,0,0
2094,0,0,0,0
2095,0,0,0,0
2096,0,0,0,0
2097,11,13,8,9
2098,8,9,10,7
2099,5,8,7,6
2100,2,6,3,8
2101,4,6,3,5
2102,3,5,4,5
2103,6,4,4,6
2104,7,5,6,6
2105,6,9,3,4
2106,5,11,4,8
2107,7,9,7,9
2108,5,8,6,8
2109,2,0,1,4
2110,1,0,1,1
2111,0,0,0,0
2112,0,0,0,0
2113,0,0,0,0
2114,1,0,0,0
2115,0,0,0,0
2116,0,0,0,0
2117,0,0,0,0
2118,0,0,0,0
2119,0,0,0,0
2120,0,0,0,0
2121,11,7,8,10
2122,9,5,5,7
2123,8,7,5,6
2124,3,6,6,5
2125,6,5,4,4
2126,6,5,5,8
2127,7,2,6,6
2128,5,4,8,6
2129,1,5,13,4
2130,4,7,11,5
2131,2,7,8,6
2132,2,8,6,6
2133,1,4,1,1
2134,0,1,0,0
2135,0,0,0,0
2136,0,0,0,0
2137,0,0,0,0
2138,0,0,0,0
2139,0,0,0,0
2140,0,0,0,0
2141,0,0,0,0
2142,0,0,0,0
2143,0,0,0,0
2144,0,0,0,0
2145,8,8,7,8
2146,6,7,12,4
2147,2,7,11,4
2148,2,4,5,3
2149,1,3,8,4
2150,1,9,5,9
2151,3,6,8,7
2152,5,6,7,9
2153,4,2,7,4
2154,2,3,6,5
2155,3,2,12,7
2156,3,5,10,6
2157,1,3,4,5
2158,0,1,1,3
2159,0,0,0,0
2160,0,0,0,0
2161,0,0,0,0
2162,0,0,1,0
2163,0,0,0,0
2164,1,0,0,0
2165,0,0,0,0
2166,0,0,0,0
2167,0,0,0,0
2168,0,0,0,0
2169,7,8,11,9
2170,5,8,9,11
2171,6,8,5,5
2172,4,3,4,6
2173,4,4,5,5
2174,2,3,6,5
2175,1,7,5,9
2176,1,5,5,5
2177,4,5,6,4
2178,4,5,6,7
2179,4,1,3,9
2180,5,2,4,7
2181,1,0,3,6
2182,0,0,2,2
2183,0,0,0,0
2184,0,0,0,0
2185,0,0,0,0
2186,0,0,0,0
2187,0,0,0,0
2188,0,0,0,0
2189,0,0,0,0
2190,0,0,0,0
2191,0,0,0,0
2192,0,0,0,0
2193,9,7,5,6
2194,7,9,6,9
2195,5,6,7,6
2196,3,4,5,5
2197,1,4,8,5
2198,2,5,4,4
2199,3,7,5,11
2200,5,6,4,13
2201,4,6,3,8
2202,6,5,5,4
2203,3,7,3,6
2204,2,6,5,4
2205,0,3,1,0
2206,0,0,0,0
2207,0,0,0,0
2208,0,0,0,0
2209,0,0,0,0
2210,0,0,0,0
2211,0,0,0,0
2212,0,0,0,0
2213,0,0,0,0
2214,0,0,0,0
2215,0,0,0,0
2216,0,0,0,0
2217,6,12,8,9
2218,10,12,8,9
2219,7,6,5,4
2220,6,3,2,5
2221,4,1,3,3
2222,3,1,8,5
2223,5,3,6,3
2224,12,6,6,6
2225,3,8,6,4
2226,6,9,8,4
2227,6,8,6,3
2228,6,10,6,6
2229,0,2,1,3
2230,0,0,1,2
2231,0,0,0,0
2232,0,0,0,0
2233,0,0,0,0
2234,0,0,0,0
2235,0,0,0,0
2236,0,0,0,0
2237,0,0,0,0
2238,0,0,0,0
2239,0,0,0,0
2240,0,0,0,0
2241,11,8,9,5
2242,8,8,7,6
2243,5,7,5,6
2244,1,5,4,3
2245,2,7,5,3
2246,3,8,7,5
2247,5,10,7,9
2248,6,7,3,4
2249,4,7,6,5
2250,4,3,5,3
2251,7,2,3,4
2252,7,2,6,2
2253,2,1,2,1
2254,1,0,1,0
2255,0,0,0,0
2256,0,0,0,0
2257,0,0,0,0
2258,0,0,0,0
2259,0,0,0,0
2260,0,0,0,0
2261,0,0,0,0
2262,0,0,0,0
2263,0,0,0,0
2264,0,0,0,0
2265,8,8,10,8
2266,6,10,8,7
2267,5,7,6,8
2268,5,4,1,3
2269,7,4,5,6
2270,6,3,8,5
2271,3,5,8,6
2272,3,3,10,8
2273,4,5,5,7
2274,3,5,8,4
2275,2,5,4,5
2276,1,1,4,5
2277,0,1,1,3
2278,1,1,1,0
2279,0,0,0,0
2280,0,0,0,0
2281,0,0,0,0
2282,0,0,0,0
2283,0,0,0,0
2284,0,0,0,0
2285,0,0,0,0
2286,0,0,0,0
2287,0,0,0,0
2288,0,0,0,0
2289,9,8,10,9
2290,8,11,8,8
2291,5,10,5,6
2292,4,3,4,7
2293,7,1,2,6
2294,7,7,4,6
2295,3,8,4,9
2296,4,7,5,9
2297,7,5,5,11
2298,7,9,4,8
2299,6,4,6,5
2300,8,5,2,2
2301,6,1,1,0
2302,1,1,0,0
2303,0,0,0,0
2304,0,0,0,0
2305,0,0,0,0
2306,0,0,0,0
2307,0,0,0,0
2308,0,0,0,0
2309,0,0,0,0
2310,0,0,0,0
2311,0,0,0,0
2312,0,0,0,0
2313,8,5,7,9
2314,11,10,11,8
2315,8,9,7,6
2316,6,6,5,5
2317,7,3,5,4
2318,10,5,6,3
2319,7,4,4,8
2320,7,4,5,3
2321,6,5,6,4
2322,7,3,9,4
2323,8,4,7,4
2324,8,4,3,4
2325,1,2,0,2
2326,1,0,0,0
2327,0,0,0,0
2328,0,0,0,0
2329,0,0,0,0
2330,0,0,0,0
2331,0,0,0,0
2332,0,0,0,0
2333,0,0,0,0
2334,0,0,0,0
2335,0,0,0,0
2336,0,0,0,0
2337,8,6,9,7
2338,10,4,11,10
2339,10,5,10,7
2340,5,5,7,6
2341,6,4,4,4
2342,6,5,5,5
2343,8,7,8,3
2344,9,6,9,9
2345,4,6,5,6
2346,4,6,6,3
2347,5,1,7,5
2348,7,4,3,5
2349,2,1,1,1
2350,1,0,0,0
2351,0,0,0,0
2352,0,0,0,0
2353,0,0,0,0
2354,0,0,0,0
2355,0,0,0,0
2356,0,0,0,0
2357,0,0,0,0
2358,0,0,0,0
2359,0,0,0,0
2360,0,0,0,0
2361,11,9,10,8
2362,12,7,8,4
2363,8,4,4,5
2364,5,5,3,2
2365,3,5,2,3
2366,5,8,9,3
2367,6,8,6,3
2368,7,4,6,5
2369,8,5,5,5
2370,6,4,7,6
2371,3,7,9,5
2372,3,7,4,4
2373,2,4,1,1
2374,0,0,0,0
2375,0,0,0,0
2376,0,0,0,0
2377,0,0,0,0
2378,0,0,0,0
2379,0,0,0,0
2380,0,0,0,0
2381,0,0,0,0
2382,0,0,0,0
2383,0,0,0,0
2384,0,0,0,0
2385,6,10,6,8
2386,7,8,12,7
2387,7,7,9,6
2388,5,7,3,0
2389,4,3,5,4
2390,2,7,8,6
2391,5,10,9,5
2392,7,9,5,7
2393,6,3,7,6
2394,3,4,6,3
2395,3,6,7,5
2396,2,6,6,3
2397,1,2,1,1
2398,1,0,0,0
2399,0,0,0,0
2400,0,0,0,0
2401,0,0,0,0
2402,0,0,0,0
2403,0,0,0,0
2404,0,0,0,0
2405,0,0,0,0
2406,0,0,0,0
2407,0,0,0,0
2408,0,0,0,0
2409,7,10,6,6
2410,7,9,9,7
2411,6,6,4,5
2412,3,2,3,2
2413,7,8,3,4
2414,8,12,4,9
2415,7,9,4,11
2416,4,9,8,5
2417,4,5,7,3
2418,4,5,6,7
2419,3,4,8,6
2420,4,7,6,1
2421,1,4,3,0
2422,1,1,1,0
2423,0,0,0,0
2424,0,1,0,0
2425,0,0,0,0
2426,0,0,0,0
2427,0,0,0,0
2428,0,0,0,0
2429,0,0,0,0
2430,0,0,0,0
2431,0,0,0,0
2432,0,0,0,0
2433,9,8,5,6
2434,9,7,7,9
2435,8,3,5,6
2436,4,7,3,4
2437,4,10,5,3
2438,5,8,7,5
2439,4,3,9,5
2440,7,7,12,5
2441,8,6,12,5
2442,8,9,9,7
2443,7,11,6,6
2444,8,11,5,5
2445,2,5,0,1
2446,1,0,0,0
2447,0,0,0,0
2448,0,0,0,0
2449,0,0,0,0
2450,1,0,0,0
2451,0,0,0,0
2452,0,0,0,0
2453,0,0,0,0
2454,0,0,0,0
2455,0,0,0,0
2456,0,0,0,0
2457,5,9,6,9
2458,6,12,10,5
2459,5,10,8,9
2460,3,8,6,8
2461,2,3,6,5
2462,4,3,3,1
2463,4,7,6,6
2464,8,9,8,5
2465,5,5,7,4
2466,4,5,4,5
2467,2,4,4,5
2468,3,3,5,5
2469,2,3,3,3
2470,1,1,0,3
2471,0,0,0,0
2472,0,0,0,0
2473,0,0,0,0
2474,0,0,0,0
2475,0,0,0,0
2476,0,0,0,0
2477,0,0,0,0
2478,0,0,0,0
2479,0,0,0,0
2480,0,0,0,0
2481,5,7,7,8
2482,6,8,8,7
2483,9,7,5,5
2484,8,6,4,4
2485,5,4,9,5
2486,6,5,8,9
2487,4,5,4,8
2488,6,10,4,6
2489,5,4,9,4
2490,5,2,4,6
2491,7,2,1,7
2492,7,2,1,4
2493,4,1,1,2
2494,1,0,0,0
2495,0,0,0,0
2496,0,0,0,0
2497,0,0,0,0
2498,0,0,0,0
2499,0,0,0,1
2500,0,0,0,0
2501,0,0,0,0
2502,0,0,0,0
2503,0,0,0,0
2504,0,0,0,0
2505,9,6,8,11
2506,7,7,6,8
2507,7,4,6,6
2508,5,3,2,4
2509,5,5,2,4
2510,6,3,4,5
2511,5,3,9,5
2512,6,4,8,5
2513,5,5,6,4
2514,6,5,3,6
2515,7,6,5,4
2516,8,4,1,3
2517,5,1,0,1
2518,1,0,1,0
2519,0,0,0,0
2520,0,0,0,0
2521,0,0,0,0
2522,0,0,0,0
2523,0,0,0,0
2524,0,0,0,0
2525,0,0,0,0
2526,0,0,0,0
2527,0,0,0,0
2528,0,0,0,0
2529,9,6,10,5
2530,7,10,10,6
2531,5,6,7,4
2532,2,3,6,4
2533,2,3,4,1
2534,6,4,5,3
2535,8,4,5,4
2536,9,5,3,6
2537,8,5,1,5
2538,4,7,3,3
2539,6,7,8,2
2540,6,6,10,3
2541,3,3,4,1
2542,0,0,1,0
2543,0,0,0,0
2544,0,0,0,0
2545,0,0,0,0
2546,0,0,0,0
2547,0,0,0,0
2548,0,0,0,0
2549,0,0,0,0
2550,0,0,0,0
2551,0,0,0,0
2552,0,0,0,0
2553,6,5,8,10
2554,9,9,5,9
2555,2,11,4,3
2556,6,7,6,1
2557,7,8,7,4
2558,6,6,8,3
2559,5,6,6,4
2560,6,7,10,3
2561,7,6,8,2
2562,6,6,3,3
2563,9,3,5,3
2564,10,2,5,2
2565,5,1,1,0
2566,2,1,0,0
2567,0,0,0,0
2568,0,0,0,0
2569,0,0,0,0
2570,0,0,0,0
2571,0,0,0,0
2572,0,0,0,0
2573,0,0,0,0
2574,0,0,0,0
2575,0,0,0,0
2576,0,0,0,0
2577,9,8,8,11
2578,8,9,10,8
2579,3,5,6,3
2580,7,5,1,4
2581,7,6,4,4
2582,7,4,7,4
2583,9,7,10,4
2584,2,6,5,3
2585,7,4,9,2
2586,4,4,9,2
2587,6,3,9,4
2588,7,3,9,1
2589,5,2,5,0
2590,2,1,2,0
2591,0,0,0,0
2592,0,0,1,0
2593,0,0,0,0
2594,0,0,0,0
2595,0,0,0,0
2596,0,0,0,0
2597,0,0,0,0
2598,0,0,0,0
2599,0,0,0,0
2600,0,0,0,0
2601,9,10,9,5
2602,10,10,8,5
2603,6,8,5,5
2604,2,6,1,6
2605,6,6,1,2
2606,7,4,4,2
2607,3,5,5,2
2608,3,4,5,1
2609,7,4,4,3
2610,6,7,6,4
2611,5,4,5,6
2612,7,3,0,6
2613,4,0,0,2
2614,3,0,0,0
2615,0,0,0,0
2616,0,0,0,0
2617,0,0,0,0
2618,0,0,0,0
2619,0,0,0,0
2620,0,0,0,0
2621,0,0,0,0
2622,0,0,0,0
2623,0,0,0,0
2624,0,0,0,0
2625,4,8,5,8
2626,3,5,4,4
2627,7,4,3,5
2628,6,3,6,3
