,channel_100,channel_101,channel_102,channel_103
380,3,4,6.0,8
381,0,1,3.0,4
382,0,0,0.0,2
383,0,0,0.0,0
384,0,0,0.0,0
385,0,0,0.0,0
386,0,0,0.0,0
387,0,0,0.0,0
388,0,0,0.0,0
389,0,0,0.0,0
390,0,0,0.0,0
391,0,0,0.0,0
392,0,0,0.0,0
393,7,11,8.0,10
394,7,11,8.0,9
395,8,7,8.0,7
396,5,8,6.0,7
397,4,6,3.0,5
398,1,7,6.0,5
399,3,7,1.0,8
400,4,8,6.0,6
401,3,5,4.0,6
402,3,5,3.0,3
403,5,8,6.0,4
404,7,12,4.0,5
405,2,6,2.0,0
406,0,1,0.0,0
407,0,0,0.0,0
408,0,0,0.0,0
409,0,0,0.0,0
410,0,0,0.0,0
411,0,0,0.0,0
412,0,0,0.0,0
413,0,0,0.0,0
414,0,0,0.0,0
415,0,0,0.0,0
416,0,0,0.0,0
417,12,8,10.0,8
418,8,6,8.0,8
419,5,5,3.0,5
420,3,4,2.0,4
421,6,6,6.0,3
422,2,8,6.0,8
423,4,8,6.0,6
424,4,8,8.0,6
425,5,2,5.0,3
426,5,3,6.0,6
427,3,4,5.0,6
428,3,8,4.0,5
429,1,5,0.0,2
430,1,3,0.0,0
431,0,0,0.0,0
432,0,0,0.0,0
433,0,0,0.0,0
434,0,0,0.0,0
435,0,0,0.0,0
436,0,0,0.0,0
437,0,0,0.0,0
438,0,0,0.0,0
439,0,0,0.0,0
440,0,0,0.0,0
441,7,11,12.0,5
442,7,7,10.0,6
443,5,3,4.0,13
444,7,4,3.0,9
445,3,4,5.0,6
446,5,2,6.0,1
447,7,6,6.0,6
448,9,4,4.0,7
449,9,5,3.0,7
450,5,2,5.0,7
451,4,3,7.0,5
452,2,4,3.0,4
453,1,2,1.0,2
454,0,0,0.0,1
455,0,0,0.0,0
456,0,0,0.0,0
457,0,0,0.0,0
458,0,0,0.0,0
459,0,0,0.0,0
460,0,0,0.0,0
461,0,0,0.0,0
462,0,0,0.0,0
463,0,0,0.0,0
464,0,0,0.0,0
465,13,8,7.0,11
466,11,4,7.0,7
467,8,4,7.0,7
468,6,4,4.0,5
469,6,5,4.0,5
470,2,4,6.0,2
471,3,6,4.0,4
472,3,3,5.0,2
473,4,2,5.0,4
474,4,4,3.0,9
475,3,6,6.0,7
476,2,7,5.0,7
477,0,1,4.0,3
478,0,0,1.0,1
479,0,0,0.0,0
480,0,0,0.0,0
481,0,0,0.0,0
482,0,0,0.0,0
483,0,0,0.0,0
484,0,0,0.0,0
485,0,0,0.0,1
486,0,0,0.0,0
487,0,0,0.0,0
488,0,0,0.0,0
489,10,9,8.0,9
490,7,7,7.0,10
491,5,4,6.0,5
492,2,3,8.0,4
493,4,3,8.0,2
494,1,4,11.0,4
495,2,4,8.0,6
496,1,7,7.0,9
497,1,3,6.0,4
498,1,3,4.0,4
499,1,4,5.0,4
500,2,3,5.0,6
501,1,2,2.0,3
502,0,0,1.0,1
503,0,0,0.0,0
504,0,0,0.0,0
505,0,1,0.0,0
506,0,0,0.0,0
507,0,0,0.0,0
508,0,0,0.0,0
509,0,0,0.0,0
510,1,0,0.0,0
511,0,0,0.0,0
512,0,0,0.0,0
513,5,8,12.0,8
514,6,7,11.0,7
515,7,5,8.0,6
516,4,4,5.0,5
517,2,4,3.0,4
518,3,5,5.0,6
519,3,4,2.0,9
520,4,7,4.0,10
521,7,3,4.0,5
522,10,2,4.0,2
523,7,4,2.0,7
524,4,4,3.0,9
525,1,1,2.0,5
526,0,1,1.0,1
527,0,0,0.0,0
528,0,0,0.0,1
529,0,0,0.0,0
530,1,0,0.0,0
531,0,0,1.0,0
532,0,0,0.0,0
533,0,0,0.0,0
534,0,0,0.0,0
535,0,0,0.0,0
536,0,0,0.0,0
537,7,7,10.0,7
538,5,4,6.0,7
539,5,3,4.0,6
540,5,1,3.0,5
541,7,3,7.0,4
542,7,2,6.0,6
543,5,1,6.0,3
544,7,1,5.0,4
545,5,1,4.0,6
546,6,2,5.0,4
547,2,1,7.0,2
548,4,3,4.0,4
549,1,0,1.0,1
550,1,0,0.0,1
551,0,0,0.0,0
552,0,0,0.0,0
553,0,0,0.0,0
554,0,1,0.0,0
555,0,0,0.0,0
556,0,0,0.0,0
557,0,0,0.0,0
558,0,0,0.0,0
559,0,0,0.0,0
560,0,0,0.0,0
561,9,6,4.0,10
562,10,6,4.0,12
563,6,5,4.0,7
564,5,2,7.0,4
565,8,1,4.0,4
566,8,3,5.0,4
567,5,4,4.0,2
568,4,4,5.0,4
569,4,6,2.0,4
570,4,4,2.0,4
571,7,1,0.0,4
572,6,3,1.0,4
573,3,2,0.0,4
574,0,1,0.0,2
575,0,0,0.0,0
576,0,0,0.0,0
577,0,0,0.0,0
578,0,0,0.0,0
579,0,0,0.0,0
580,0,0,0.0,0
581,0,0,0.0,0
582,0,0,0.0,0
583,0,0,0.0,0
584,0,0,0.0,0
585,5,5,8.0,8
586,9,5,6.0,7
587,8,2,4.0,6
588,7,5,3.0,4
589,7,5,3.0,4
590,4,5,6.0,4
591,6,5,7.0,4
592,7,6,7.0,5
593,8,6,7.0,4
594,5,8,4.0,3
595,4,5,4.0,3
596,3,4,6.0,3
597,0,2,3.0,1
598,0,1,1.0,1
599,0,0,0.0,0
600,0,0,0.0,0
601,0,0,0.0,0
602,0,0,0.0,0
603,0,0,0.0,0
604,0,0,0.0,0
605,0,0,0.0,0
606,0,0,0.0,0
607,0,0,0.0,0
608,0,0,0.0,0
609,8,11,6.0,8
610,6,11,5.0,6
611,5,9,6.0,5
612,4,6,6.0,6
613,7,4,12.0,6
614,4,3,9.0,2
615,5,6,8.0,5
616,7,5,3.0,6
617,6,4,5.0,7
618,2,7,4.0,5
619,3,7,5.0,4
620,3,6,4.0,2
621,1,3,4.0,1
622,0,1,2.0,1
623,0,0,0.0,0
624,0,0,0.0,0
625,0,0,0.0,0
626,0,0,0.0,0
627,0,0,0.0,0
628,0,0,0.0,0
629,0,0,0.0,0
630,0,0,0.0,0
631,0,0,0.0,0
632,0,0,0.0,0
633,8,9,9.0,10
634,5,9,8.0,9
635,4,5,5.0,6
636,6,6,4.0,5
637,5,7,5.0,5
638,6,2,6.0,2
639,5,4,7.0,5
640,3,5,5.0,5
641,6,7,3.0,6
642,7,6,6.0,3
643,3,4,7.0,1
644,2,6,5.0,1
645,2,3,2.0,1
646,1,1,0.0,0
647,0,0,0.0,0
648,1,0,0.0,0
649,0,0,0.0,0
650,0,0,0.0,0
651,0,0,0.0,0
652,0,0,0.0,0
653,0,0,0.0,0
654,0,0,0.0,0
655,0,0,0.0,0
656,0,0,0.0,0
657,6,6,10.0,6
658,6,5,8.0,8
659,5,7,4.0,8
660,5,8,3.0,8
661,4,10,4.0,6
662,4,10,3.0,3
663,3,10,4.0,3
664,6,8,5.0,4
665,4,8,1.0,5
666,3,7,3.0,10
667,3,6,5.0,9
668,1,7,2.0,6
669,1,4,1.0,0
670,0,3,1.0,0
671,0,0,0.0,0
672,0,0,0.0,0
673,0,0,0.0,0
674,0,0,0.0,0
675,0,0,0.0,0
676,0,0,0.0,0
677,0,0,0.0,0
678,0,0,0.0,0
679,0,0,0.0,0
680,0,0,0.0,0
681,9,8,7.0,10
682,11,8,5.0,9
683,7,7,3.0,3
684,6,4,2.0,7
685,4,3,4.0,6
686,6,4,9.0,4
687,5,7,3.0,10
688,6,7,2.0,11
689,6,5,2.0,10
690,3,3,3.0,7
691,5,3,4.0,6
692,6,4,4.0,3
693,3,0,2.0,1
694,0,0,0.0,0
695,0,0,0.0,0
696,0,0,0.0,0
697,0,0,0.0,0
698,0,0,0.0,0
699,0,0,0.0,0
700,0,0,0.0,0
701,0,0,0.0,0
702,0,0,0.0,0
703,0,0,0.0,0
704,0,0,0.0,0
705,8,9,8.0,7
706,11,8,9.0,6
707,8,5,11.0,8
708,7,3,6.0,4
709,4,3,1.0,3
710,8,7,4.0,6
711,7,6,3.0,7
712,8,5,1.0,9
713,5,5,1.0,6
714,4,8,5.0,6
715,1,8,5.0,5
716,1,3,7.0,3
717,0,2,3.0,2
718,0,0,1.0,0
719,0,0,0.0,0
720,1,0,0.0,0
721,0,0,0.0,0
722,0,0,0.0,0
723,0,0,0.0,0
724,0,0,0.0,0
725,0,0,0.0,0
726,0,0,0.0,0
727,0,0,0.0,0
728,0,0,0.0,0
729,7,14,10.0,8
730,6,12,6.0,10
731,4,6,4.0,8
732,5,6,5.0,7
733,4,5,6.0,4
734,7,2,1.0,6
735,7,5,3.0,6
736,6,5,7.0,6
737,6,2,9.0,4
738,5,3,6.0,4
739,7,5,2.0,7
740,4,2,5.0,9
741,0,1,2.0,7
742,0,0,1.0,3
743,0,0,0.0,0
744,0,0,0.0,0
745,0,0,0.0,0
746,0,0,0.0,0
747,0,0,0.0,0
748,0,0,0.0,0
749,0,0,0.0,0
750,0,0,0.0,0
751,0,0,0.0,0
752,0,0,0.0,0
753,8,8,11.0,7
754,5,6,10.0,8
755,4,3,7.0,6
756,3,4,8.0,4
757,2,5,6.0,6
758,1,5,7.0,8
759,1,6,6.0,6
760,5,3,7.0,8
761,4,2,7.0,10
762,2,3,4.0,8
763,1,4,3.0,4
764,1,3,4.0,6
765,0,1,1.0,1
766,0,0,0.0,1
767,0,0,0.0,0
768,0,0,0.0,0
769,0,0,0.0,0
770,0,0,0.0,0
771,0,0,0.0,0
772,0,0,0.0,0
773,0,0,0.0,0
774,0,0,0.0,0
775,0,0,0.0,0
776,0,0,0.0,0
777,7,7,8.0,7
778,3,10,11.0,6
779,3,8,10.0,6
780,7,6,6.0,4
781,7,3,5.0,2
782,4,4,6.0,6
783,1,5,7.0,3
784,4,4,2.0,4
785,4,3,3.0,4
786,6,5,5.0,4
787,8,7,3.0,4
788,5,4,3.0,3
789,1,2,0.0,2
790,0,0,0.0,1
791,0,0,0.0,0
792,0,0,0.0,0
793,0,0,0.0,0
794,0,0,0.0,0
795,0,0,0.0,0
796,0,0,0.0,0
797,0,0,0.0,0
798,0,0,0.0,0
799,0,0,0.0,0
800,0,0,0.0,0
801,10,11,13.0,7
802,11,9,6.0,4
803,9,5,2.0,4
804,4,7,2.0,2
805,5,10,3.0,4
806,4,9,11.0,6
807,5,6,8.0,5
808,4,6,6.0,9
809,7,7,4.0,7
810,5,4,2.0,5
811,5,3,5.0,7
812,4,5,2.0,12
813,1,2,1.0,7
814,0,1,0.0,0
815,1,0,0.0,0
816,0,0,0.0,0
817,0,0,0.0,0
818,0,0,0.0,0
819,0,0,0.0,0
820,0,0,0.0,0
821,0,0,0.0,0
822,0,0,0.0,0
823,0,0,0.0,0
824,0,0,0.0,0
825,13,7,8.0,8
826,8,9,9.0,6
827,10,8,7.0,4
828,8,2,3.0,1
829,5,4,5.0,7
830,5,6,6.0,9
831,6,2,6.0,8
832,5,4,4.0,4
833,4,7,5.0,3
834,2,6,4.0,7
835,7,2,5.0,6
836,6,2,5.0,6
837,2,1,0.0,3
838,0,1,0.0,0
839,0,0,1.0,0
840,0,0,0.0,0
841,0,0,0.0,0
842,0,0,0.0,0
843,0,0,0.0,0
844,0,0,0.0,0
845,0,0,0.0,0
846,0,0,0.0,0
847,0,0,0.0,0
848,0,0,0.0,0
849,7,6,7.0,6
850,5,3,6.0,6
851,2,3,5.0,5
852,4,2,4.0,2
853,6,3,3.0,6
854,2,3,6.0,4
855,4,3,6.0,3
856,2,4,1.0,4
857,5,2,6.0,6
858,4,2,2.0,7
859,2,4,1.0,7
860,2,3,2.0,4
861,0,1,2.0,3
862,0,0,1.0,0
863,0,0,0.0,0
864,0,0,0.0,0
865,0,0,1.0,0
866,0,0,0.0,0
867,0,0,0.0,0
868,0,0,0.0,0
869,0,0,0.0,0
870,0,0,0.0,0
871,0,0,0.0,0
872,0,0,0.0,0
873,5,7,6.0,9
874,8,8,4.0,9
875,6,9,6.0,5
876,6,6,4.0,6
877,4,7,3.0,6
878,4,8,5.0,8
879,4,5,9.0,6
880,4,4,7.0,7
881,6,6,7.0,5
882,5,4,2.0,5
883,6,2,6.0,5
884,5,4,4.0,9
885,2,4,1.0,3
886,1,1,0.0,1
887,0,0,0.0,0
888,0,0,1.0,0
889,0,0,0.0,0
890,0,0,0.0,0
891,0,0,0.0,0
892,0,0,0.0,0
893,0,0,0.0,0
894,0,0,0.0,0
895,0,0,0.0,0
896,0,0,0.0,0
897,10,11,7.0,8
898,6,11,5.0,5
899,8,8,3.0,3
900,3,3,4.0,6
901,5,3,3.0,7
902,6,6,3.0,7
903,2,8,5.0,6
904,3,5,6.0,5
905,6,3,7.0,4
906,9,3,3.0,3
907,6,4,4.0,2
908,4,3,3.0,3
909,2,1,0.0,2
910,1,1,0.0,0
911,0,0,0.0,0
912,0,0,0.0,0
913,0,0,0.0,0
914,0,0,0.0,0
915,0,0,0.0,0
916,0,0,0.0,0
917,0,0,0.0,0
918,0,0,0.0,0
919,0,0,0.0,0
920,0,0,0.0,0
921,9,9,4.0,7
922,9,12,7.0,8
923,7,6,2.0,7
924,4,5,1.0,4
925,7,1,4.0,3
926,5,3,5.0,3
927,6,4,6.0,6
928,5,3,5.0,5
929,3,4,5.0,8
930,5,3,4.0,6
931,1,4,2.0,6
932,3,0,3.0,1
933,1,0,3.0,0
934,1,0,1.0,0
935,0,0,0.0,0
936,0,0,0.0,0
937,0,0,0.0,0
938,0,0,0.0,0
939,0,0,0.0,0
940,0,0,0.0,0
941,0,0,0.0,0
942,0,0,0.0,0
943,0,0,0.0,0
944,0,0,0.0,0
945,8,5,6.0,5
946,7,5,6.0,5
947,3,2,5.0,6
948,7,5,2.0,3
949,3,4,5.0,5
950,4,2,7.0,3
951,5,2,6.0,2
952,4,5,5.0,4
953,5,3,3.0,5
954,7,3,2.0,4
955,6,3,3.0,5
956,6,1,3.0,2
957,2,0,1.0,0
958,1,0,0.0,0
959,0,0,0.0,0
960,0,0,0.0,0
961,0,0,1.0,0
962,0,0,0.0,0
963,0,0,0.0,0
964,0,0,0.0,0
965,0,0,0.0,0
966,0,0,0.0,0
967,0,0,0.0,0
968,0,0,0.0,0
969,10,5,7.0,6
970,8,7,8.0,5
971,6,7,5.0,5
972,6,5,2.0,6
973,5,5,5.0,3
974,5,5,3.0,5
975,4,3,5.0,8
976,5,4,7.0,5
977,11,7,6.0,5
978,5,4,3.0,2
979,4,7,4.0,6
980,6,9,5.0,10
981,3,4,1.0,4
982,0,2,0.0,0
983,0,0,0.0,0
984,0,0,0.0,0
985,0,0,0.0,0
986,0,0,0.0,0
987,0,0,0.0,0
988,0,0,0.0,0
989,0,0,0.0,0
990,0,0,0.0,0
991,0,0,0.0,0
992,0,0,0.0,0
993,7,8,11.0,8
994,6,10,9.0,9
995,4,12,11.0,9
996,5,9,6.0,9
997,6,6,5.0,4
998,7,4,3.0,4
999,7,4,3.0,2
1000,2,7,6.0,3
1001,1,3,5.0,6
1002,4,5,5.0,5
1003,5,6,5.0,8
1004,5,4,6.0,7
1005,1,0,3.0,4
1006,1,0,1.0,1
1007,0,0,0.0,0
1008,0,0,0.0,0
1009,0,0,0.0,0
1010,0,0,0.0,0
1011,0,0,0.0,0
1012,0,0,0.0,0
1013,0,0,0.0,0
1014,0,0,0.0,0
1015,0,0,0.0,0
1016,0,0,0.0,0
1017,9,9,9.0,7
1018,10,12,8.0,9
1019,4,10,4.0,7
1020,2,4,4.0,4
1021,3,4,6.0,4
1022,5,6,6.0,3
1023,4,7,5.0,6
1024,5,7,7.0,6
1025,4,5,6.0,5
1026,2,7,8.0,5
1027,0,6,5.0,2
1028,3,5,5.0,2
1029,2,3,1.0,1
1030,0,1,1.0,0
1031,0,0,0.0,0
1032,0,0,0.0,0
1033,0,0,0.0,0
1034,0,0,0.0,0
1035,0,0,0.0,0
1036,0,0,0.0,0
1037,0,0,0.0,0
1038,0,0,0.0,0
1039,0,0,0.0,0
1040,0,0,0.0,0
1041,7,6,12.0,5
1042,10,7,9.0,8
1043,7,7,6.0,9
1044,4,6,3.0,3
1045,3,4,4.0,4
1046,1,4,5.0,6
1047,1,9,7.0,6
1048,3,9,6.0,4
1049,3,6,5.0,6
1050,3,4,6.0,0
1051,3,7,6.0,2
1052,3,6,4.0,2
1053,0,2,2.0,1
1054,0,0,2.0,1
1055,0,0,0.0,0
1056,0,0,0.0,0
1057,0,0,0.0,0
1058,0,0,0.0,0
1059,0,0,0.0,1
1060,0,0,0.0,0
1061,0,0,0.0,0
1062,0,0,0.0,0
1063,0,0,0.0,0
1064,0,0,0.0,0
1065,7,7,10.0,7
1066,7,6,10.0,9
1067,7,5,5.0,5
1068,9,5,3.0,5
1069,5,4,5.0,4
1070,6,2,7.0,6
1071,4,6,4.0,6
1072,3,6,9.0,6
1073,3,4,9.0,6
1074,4,5,5.0,8
1075,2,4,3.0,4
1076,3,4,5.0,3
1077,1,0,2.0,2
1078,0,0,0.0,1
1079,0,0,0.0,0
1080,0,0,0.0,0
1081,0,0,0.0,0
1082,0,0,0.0,0
1083,0,0,0.0,0
1084,0,0,0.0,0
1085,0,0,0.0,0
1086,0,0,0.0,0
1087,0,0,0.0,0
1088,0,0,0.0,0
1089,11,9,12.0,15
1090,14,7,10.0,11
1091,11,5,5.0,8
1092,5,2,4.0,6
1093,3,4,6.0,7
1094,3,5,9.0,5
1095,7,3,4.0,5
1096,8,3,3.0,4
1097,4,6,1.0,6
1098,3,4,5.0,5
1099,6,4,7.0,6
1100,6,6,8.0,8
1101,3,2,2.0,3
1102,1,1,1.0,0
1103,0,0,0.0,0
1104,0,0,0.0,0
1105,0,0,0.0,1
1106,0,0,0.0,0
1107,0,0,0.0,0
1108,0,0,0.0,0
1109,0,0,0.0,0
1110,0,0,0.0,0
1111,0,0,0.0,0
1112,0,0,0.0,0
1113,7,9,7.0,6
1114,7,5,4.0,7
1115,4,5,6.0,8
1116,4,6,5.0,5
1117,6,3,5.0,1
1118,2,3,3.0,5
1119,2,4,3.0,8
1120,3,8,5.0,7
1121,1,9,6.0,7
1122,0,6,5.0,6
1123,3,3,5.0,7
1124,5,3,6.0,6
1125,3,1,5.0,2
1126,0,0,2.0,1
1127,0,0,0.0,0
1128,0,0,0.0,0
1129,0,0,0.0,0
1130,0,0,0.0,0
1131,0,0,0.0,0
1132,0,0,0.0,0
1133,0,0,0.0,0
1134,0,0,0.0,0
1135,0,0,0.0,0
1136,0,0,0.0,0
1137,6,8,5.0,11
1138,4,9,3.0,8
1139,3,5,2.0,7
1140,3,4,3.0,5
1141,3,6,6.0,5
1142,6,3,8.0,4
1143,6,3,2.0,5
1144,5,4,2.0,9
1145,3,3,3.0,12
1146,1,1,5.0,5
1147,5,3,7.0,2
1148,4,2,8.0,4
1149,1,1,5.0,2
