,liq_100,liq_101,liq_102,liq_103
775,14.0,11.0,12.0,13.0
776,13.0,10.0,10.0,14.0
777,11.0,9.0,13.0,12.0
778,7.0,9.0,11.0,12.0
779,6.0,7.0,7.0,11.0
780,7.0,6.0,5.0,9.0
781,6.0,5.0,4.0,8.0
782,7.0,5.0,5.0,7.0
783,9.0,7.0,4.0,6.0
784,6.0,5.0,4.0,4.0
785,4.0,4.0,6.0,5.0
786,4.0,4.0,4.0,3.0
787,5.0,5.0,6.0,4.0
788,8.0,7.0,7.0,7.0
789,8.0,8.0,7.0,9.0
790,8.0,8.0,7.0,10.0
791,9.0,11.0,7.0,12.0
792,10.0,12.0,7.0,15.0
793,11.0,14.0,7.0,17.0
794,14.0,15.0,9.0,17.0
795,14.0,15.0,9.0,18.0
796,15.0,17.0,9.0,20.0
797,15.0,19.0,10.0,20.0
798,15.0,20.0,10.0,22.0
799,10.0,14.0,4.0,20.0
800,10.0,13.0,4.0,17.0
801,9.0,13.0,4.0,17.0
802,8.0,12.0,8.0,17.0
803,9.0,10.0,9.0,15.0
804,9.0,11.0,4.0,13.0
805,8.0,11.0,2.0,11.0
806,7.0,9.0,2.0,8.0
807,7.0,8.0,3.0,7.0
808,6.0,8.0,4.0,7.0
809,5.0,5.0,6.0,5.0
810,5.0,3.0,5.0,4.0
811,7.0,3.0,5.0,6.0
812,8.0,5.0,6.0,6.0
813,9.0,5.0,6.0,7.0
814,11.0,5.0,10.0,9.0
815,11.0,6.0,12.0,10.0
816,11.0,6.0,13.0,11.0
817,11.0,6.0,15.0,11.0
818,13.0,8.0,17.0,11.0
819,13.0,8.0,17.0,12.0
820,13.0,9.0,17.0,13.0
821,14.0,9.0,18.0,14.0
822,14.0,9.0,21.0,16.0
823,11.0,6.0,18.0,13.0
824,7.0,6.0,17.0,11.0
825,6.0,6.0,15.0,12.0
826,5.0,7.0,16.0,12.0
827,5.0,6.0,17.0,8.0
828,7.0,6.0,15.0,7.0
829,4.0,6.0,14.0,7.0
830,4.0,4.0,12.0,7.0
831,3.0,3.0,11.0,7.0
832,4.0,2.0,7.0,5.0
833,1.0,1.0,5.0,4.0
834,3.0,2.0,6.0,3.0
835,4.0,2.0,8.0,3.0
836,5.0,4.0,11.0,3.0
837,5.0,6.0,11.0,4.0
838,5.0,8.0,13.0,5.0
839,5.0,8.0,15.0,6.0
840,7.0,8.0,15.0,6.0
841,7.0,10.0,15.0,6.0
842,8.0,13.0,17.0,6.0
843,8.0,13.0,17.0,10.0
844,8.0,14.0,17.0,11.0
845,8.0,14.0,18.0,12.0
846,10.0,15.0,19.0,13.0
847,7.0,14.0,18.0,10.0
848,5.0,13.0,16.0,8.0
849,4.0,10.0,15.0,9.0
850,2.0,10.0,15.0,9.0
851,6.0,10.0,15.0,9.0
852,7.0,8.0,16.0,10.0
853,5.0,6.0,18.0,10.0
854,3.0,5.0,18.0,12.0
855,1.0,3.0,12.0,10.0
856,1.0,4.0,9.0,8.0
857,4.0,4.0,9.0,8.0
858,3.0,6.0,12.0,6.0
859,5.0,8.0,13.0,7.0
860,6.0,8.0,13.0,9.0
861,7.0,11.0,13.0,12.0
862,7.0,12.0,15.0,12.0
863,8.0,12.0,17.0,12.0
864,9.0,13.0,18.0,13.0
865,10.0,14.0,18.0,13.0
866,13.0,14.0,19.0,15.0
867,15.0,15.0,19.0,16.0
868,16.0,16.0,19.0,16.0
869,17.0,16.0,20.0,16.0
870,19.0,17.0,21.0,16.0
871,17.0,11.0,17.0,12.0
872,16.0,10.0,15.0,8.0
873,13.0,11.0,14.0,5.0
874,12.0,11.0,14.0,5.0
875,10.0,7.0,14.0,6.0
876,9.0,5.0,12.0,5.0
877,6.0,4.0,10.0,5.0
878,6.0,3.0,8.0,5.0
879,4.0,2.0,8.0,5.0
880,2.0,3.0,8.0,7.0
881,3.0,3.0,6.0,8.0
882,1.0,2.0,4.0,3.0
883,4.0,4.0,4.0,3.0
884,4.0,4.0,6.0,4.0
885,5.0,4.0,6.0,6.0
886,6.0,4.0,6.0,9.0
887,7.0,4.0,7.0,9.0
888,7.0,5.0,7.0,11.0
889,8.0,6.0,8.0,14.0
890,8.0,7.0,8.0,16.0
891,10.0,7.0,11.0,16.0
892,10.0,8.0,11.0,17.0
893,14.0,10.0,12.0,17.0
894,16.0,10.0,12.0,17.0
895,12.0,7.0,8.0,18.0
896,10.0,7.0,7.0,16.0
897,12.0,7.0,7.0,14.0
898,13.0,9.0,7.0,12.0
899,10.0,9.0,7.0,10.0
900,9.0,8.0,8.0,8.0
901,7.0,5.0,9.0,5.0
902,8.0,4.0,7.0,2.0
903,6.0,3.0,8.0,3.0
904,3.0,3.0,6.0,2.0
905,3.0,2.0,5.0,3.0
906,2.0,2.0,4.0,4.0
907,3.0,3.0,4.0,5.0
908,5.0,4.0,5.0,5.0
909,5.0,4.0,6.0,6.0
910,6.0,6.0,6.0,6.0
911,6.0,6.0,8.0,6.0
912,6.0,7.0,10.0,7.0
913,6.0,8.0,11.0,9.0
914,6.0,10.0,12.0,11.0
915,7.0,10.0,13.0,11.0
916,7.0,11.0,14.0,11.0
917,8.0,12.0,15.0,12.0
918,8.0,14.0,17.0,12.0
919,5.0,10.0,15.0,9.0
920,3.0,10.0,14.0,6.0
921,3.0,9.0,14.0,6.0
922,2.0,8.0,13.0,6.0
923,5.0,8.0,11.0,9.0
924,5.0,4.0,8.0,8.0
925,4.0,4.0,6.0,10.0
926,2.0,4.0,5.0,7.0
927,1.0,3.0,4.0,4.0
928,1.0,1.0,5.0,1.0
929,1.0,0.0,5.0,0.0
930,3.0,3.0,2.0,4.0
931,4.0,3.0,2.0,4.0
932,5.0,4.0,2.0,5.0
933,6.0,5.0,4.0,5.0
934,9.0,5.0,6.0,5.0
935,9.0,5.0,6.0,7.0
936,11.0,6.0,8.0,9.0
937,11.0,6.0,8.0,10.0
938,13.0,6.0,8.0,11.0
939,15.0,6.0,9.0,11.0
940,17.0,7.0,10.0,11.0
941,18.0,8.0,13.0,12.0
942,18.0,10.0,15.0,12.0
943,13.0,7.0,12.0,9.0
944,12.0,8.0,10.0,8.0
945,12.0,8.0,9.0,5.0
946,8.0,5.0,8.0,4.0
947,7.0,4.0,9.0,3.0
948,6.0,5.0,8.0,5.0
949,7.0,4.0,6.0,6.0
950,5.0,3.0,4.0,9.0
951,6.0,2.0,5.0,7.0
952,4.0,2.0,5.0,4.0
953,3.0,1.0,6.0,2.0
954,3.0,1.0,5.0,1.0
955,6.0,2.0,7.0,2.0
956,6.0,2.0,7.0,4.0
957,9.0,4.0,8.0,6.0
958,11.0,7.0,9.0,7.0
959,11.0,7.0,9.0,7.0
960,11.0,7.0,10.0,9.0
961,11.0,7.0,11.0,11.0
962,14.0,8.0,13.0,12.0
963,16.0,8.0,17.0,13.0
964,16.0,9.0,18.0,13.0
965,17.0,10.0,18.0,14.0
966,17.0,12.0,20.0,14.0
967,13.0,12.0,17.0,13.0
968,10.0,11.0,13.0,10.0
969,9.0,9.0,11.0,8.0
970,7.0,6.0,11.0,7.0
971,7.0,7.0,12.0,11.0
972,9.0,7.0,11.0,10.0
973,9.0,10.0,11.0,8.0
974,5.0,9.0,8.0,5.0
975,3.0,7.0,8.0,7.0
976,3.0,8.0,5.0,8.0
977,3.0,7.0,6.0,5.0
978,2.0,5.0,4.0,4.0
979,6.0,6.0,5.0,5.0
980,6.0,7.0,5.0,7.0
981,6.0,8.0,6.0,8.0
982,6.0,9.0,7.0,11.0
983,6.0,10.0,8.0,11.0
984,7.0,10.0,8.0,12.0
985,10.0,12.0,11.0,13.0
986,11.0,13.0,14.0,13.0
987,11.0,13.0,15.0,14.0
988,11.0,16.0,17.0,15.0
989,13.0,18.0,22.0,16.0
990,15.0,19.0,24.0,16.0
991,13.0,15.0,22.0,12.0
992,11.0,13.0,20.0,9.0
993,11.0,12.0,16.0,6.0
994,11.0,11.0,15.0,6.0
995,9.0,10.0,13.0,5.0
996,6.0,10.0,13.0,5.0
997,5.0,8.0,13.0,5.0
998,5.0,7.0,14.0,7.0
999,6.0,5.0,14.0,7.0
1000,6.0,3.0,13.0,6.0
1001,6.0,2.0,11.0,4.0
1002,5.0,3.0,9.0,6.0
1003,5.0,3.0,10.0,6.0
1004,6.0,6.0,12.0,7.0
1005,6.0,6.0,13.0,13.0
1006,6.0,7.0,14.0,13.0
1007,6.0,9.0,19.0,13.0
1008,6.0,11.0,20.0,13.0
1009,6.0,13.0,20.0,15.0
1010,6.0,14.0,20.0,16.0
1011,7.0,15.0,20.0,16.0
1012,9.0,15.0,22.0,18.0
1013,9.0,16.0,22.0,20.0
1014,10.0,17.0,24.0,20.0
1015,6.0,14.0,19.0,16.0
1016,5.0,10.0,18.0,12.0
1017,5.0,10.0,16.0,9.0
1018,4.0,12.0,16.0,8.0
1019,4.0,12.0,14.0,6.0
1020,5.0,11.0,13.0,6.0
1021,4.0,12.0,10.0,6.0
1022,2.0,11.0,10.0,6.0
1023,2.0,8.0,10.0,5.0
1024,3.0,7.0,8.0,3.0
1025,3.0,5.0,7.0,3.0
1026,1.0,4.0,4.0,3.0
1027,2.0,5.0,4.0,3.0
1028,3.0,8.0,5.0,4.0
1029,3.0,10.0,6.0,4.0
1030,4.0,11.0,7.0,4.0
1031,4.0,13.0,7.0,6.0
1032,5.0,17.0,8.0,8.0
1033,8.0,18.0,8.0,8.0
1034,9.0,20.0,8.0,9.0
1035,10.0,21.0,9.0,9.0
1036,10.0,21.0,9.0,9.0
1037,12.0,22.0,10.0,9.0
1038,12.0,23.0,11.0,9.0
1039,6.0,20.0,8.0,8.0
1040,2.0,20.0,8.0,5.0
1041,2.0,19.0,8.0,5.0
1042,1.0,17.0,8.0,5.0
1043,2.0,16.0,9.0,5.0
1044,2.0,14.0,11.0,3.0
1045,3.0,9.0,11.0,1.0
1046,2.0,9.0,10.0,1.0
1047,2.0,9.0,10.0,1.0
1048,2.0,9.0,7.0,4.0
1049,3.0,5.0,6.0,5.0
1050,2.0,3.0,5.0,5.0
1051,4.0,4.0,6.0,6.0
1052,7.0,4.0,7.0,8.0
1053,10.0,4.0,7.0,8.0
1054,11.0,4.0,9.0,10.0
1055,13.0,5.0,14.0,10.0
1056,16.0,6.0,16.0,11.0
1057,16.0,6.0,16.0,12.0
1058,17.0,6.0,17.0,13.0
1059,19.0,7.0,17.0,13.0
1060,25.0,8.0,17.0,15.0
1061,26.0,8.0,17.0,18.0
1062,26.0,8.0,19.0,18.0
1063,22.0,4.0,16.0,16.0
1064,20.0,3.0,13.0,14.0
1065,18.0,3.0,14.0,12.0
1066,18.0,3.0,13.0,10.0
1067,17.0,3.0,11.0,9.0
1068,15.0,5.0,9.0,8.0
1069,13.0,5.0,9.0,8.0
1070,10.0,4.0,7.0,6.0
1071,7.0,2.0,6.0,3.0
1072,5.0,2.0,6.0,4.0
1073,5.0,2.0,5.0,6.0
1074,7.0,1.0,6.0,5.0
1075,10.0,1.0,8.0,5.0
1076,10.0,1.0,10.0,5.0
1077,11.0,2.0,10.0,7.0
1078,11.0,4.0,11.0,7.0
1079,11.0,4.0,11.0,9.0
1080,15.0,4.0,14.0,10.0
1081,16.0,4.0,14.0,13.0
1082,18.0,6.0,14.0,16.0
1083,18.0,6.0,14.0,17.0
1084,18.0,7.0,16.0,18.0
1085,20.0,8.0,19.0,19.0
1086,20.0,11.0,20.0,19.0
1087,16.0,9.0,17.0,15.0
1088,13.0,11.0,14.0,17.0
1089,13.0,10.0,15.0,18.0
1090,13.0,8.0,12.0,15.0
1091,11.0,5.0,10.0,15.0
1092,8.0,4.0,6.0,12.0
1093,5.0,6.0,7.0,10.0
1094,3.0,4.0,8.0,9.0
1095,6.0,3.0,8.0,7.0
1096,5.0,2.0,7.0,7.0
1097,6.0,3.0,6.0,5.0
1098,4.0,2.0,5.0,4.0
1099,5.0,2.0,5.0,6.0
1100,5.0,4.0,7.0,8.0
1101,8.0,7.0,7.0,12.0
1102,9.0,7.0,8.0,12.0
1103,9.0,9.0,9.0,13.0
1104,9.0,11.0,10.0,13.0
1105,10.0,11.0,10.0,14.0
1106,12.0,12.0,10.0,15.0
1107,12.0,15.0,10.0,17.0
1108,12.0,15.0,12.0,19.0
1109,13.0,15.0,16.0,20.0
1110,13.0,15.0,18.0,21.0
1111,9.0,13.0,16.0,18.0
1112,6.0,11.0,13.0,15.0
1113,5.0,10.0,12.0,11.0
1114,3.0,8.0,10.0,10.0
1115,4.0,6.0,9.0,13.0
1116,3.0,6.0,9.0,11.0
1117,3.0,5.0,8.0,9.0
1118,1.0,2.0,9.0,7.0
1119,3.0,2.0,7.0,8.0
1120,2.0,2.0,6.0,7.0
1121,1.0,4.0,7.0,5.0
1122,2.0,5.0,6.0,4.0
1123,3.0,6.0,6.0,5.0
1124,3.0,6.0,6.0,6.0
1125,4.0,7.0,7.0,6.0
1126,4.0,7.0,8.0,6.0
1127,5.0,7.0,10.0,7.0
1128,5.0,8.0,11.0,8.0
1129,7.0,9.0,11.0,9.0
1130,7.0,9.0,13.0,11.0
1131,9.0,10.0,14.0,11.0
1132,10.0,11.0,14.0,11.0
1133,11.0,11.0,17.0,11.0
1134,11.0,12.0,18.0,11.0
1135,11.0,7.0,16.0,8.0
1136,11.0,5.0,14.0,9.0
1137,10.0,4.0,15.0,9.0
1138,9.0,4.0,13.0,7.0
1139,7.0,4.0,11.0,5.0
1140,5.0,2.0,10.0,7.0
1141,2.0,1.0,9.0,7.0
1142,3.0,3.0,11.0,2.0
1143,4.0,5.0,10.0,2.0
1144,6.0,3.0,10.0,4.0
1145,5.0,2.0,7.0,7.0
1146,5.0,3.0,5.0,5.0
1147,7.0,4.0,6.0,5.0
1148,8.0,6.0,7.0,5.0
1149,12.0,7.0,8.0,7.0
1150,12.0,7.0,8.0,9.0
1151,12.0,7.0,10.0,10.0
1152,14.0,7.0,11.0,10.0
1153,17.0,9.0,12.0,10.0
1154,19.0,9.0,12.0,11.0
1155,19.0,11.0,13.0,13.0
1156,20.0,11.0,14.0,14.0
1157,23.0,12.0,14.0,14.0
1158,23.0,12.0,16.0,17.0
1159,17.0,9.0,14.0,13.0
1160,13.0,6.0,13.0,9.0
1161,13.0,6.0,9.0,10.0
1162,12.0,5.0,8.0,12.0
1163,11.0,7.0,8.0,15.0
1164,7.0,6.0,10.0,11.0
1165,6.0,5.0,10.0,8.0
1166,5.0,3.0,8.0,10.0
1167,3.0,3.0,7.0,8.0
1168,4.0,2.0,5.0,6.0
1169,2.0,3.0,5.0,3.0
1170,2.0,3.0,4.0,3.0
1171,4.0,3.0,5.0,4.0
1172,5.0,4.0,6.0,7.0
1173,6.0,5.0,6.0,9.0
1174,6.0,5.0,8.0,10.0
1175,8.0,5.0,8.0,11.0
1176,11.0,5.0,8.0,13.0
1177,11.0,6.0,8.0,14.0
1178,13.0,6.0,10.0,14.0
1179,13.0,6.0,12.0,15.0
1180,14.0,8.0,13.0,16.0
1181,14.0,8.0,14.0,17.0
1182,16.0,8.0,14.0,20.0
1183,13.0,2.0,8.0,19.0
1184,10.0,5.0,8.0,16.0
1185,10.0,5.0,8.0,16.0
1186,10.0,3.0,8.0,17.0
1187,8.0,2.0,6.0,16.0
1188,8.0,3.0,5.0,14.0
1189,8.0,2.0,5.0,12.0
1190,9.0,3.0,5.0,12.0
1191,7.0,2.0,4.0,12.0
1192,5.0,4.0,3.0,9.0
1193,3.0,4.0,2.0,6.0
1194,3.0,4.0,2.0,3.0
1195,5.0,4.0,3.0,5.0
1196,5.0,5.0,3.0,7.0
1197,6.0,5.0,6.0,7.0
1198,6.0,6.0,7.0,8.0
1199,6.0,6.0,9.0,11.0
1200,6.0,6.0,9.0,13.0
1201,7.0,6.0,9.0,14.0
1202,8.0,6.0,11.0,15.0
1203,10.0,8.0,13.0,16.0
1204,10.0,9.0,14.0,17.0
1205,11.0,10.0,14.0,20.0
1206,12.0,13.0,15.0,22.0
1207,11.0,12.0,13.0,18.0
1208,9.0,10.0,10.0,18.0
1209,8.0,9.0,8.0,18.0
1210,8.0,5.0,6.0,18.0
1211,5.0,3.0,6.0,19.0
1212,4.0,3.0,6.0,17.0
1213,6.0,2.0,4.0,15.0
1214,5.0,3.0,3.0,12.0
1215,4.0,3.0,3.0,12.0
1216,2.0,2.0,2.0,9.0
1217,3.0,3.0,3.0,7.0
1218,4.0,2.0,2.0,5.0
1219,5.0,2.0,2.0,7.0
1220,5.0,2.0,2.0,7.0
1221,9.0,4.0,4.0,7.0
1222,9.0,5.0,4.0,7.0
1223,9.0,5.0,4.0,9.0
1224,10.0,5.0,4.0,10.0
1225,11.0,5.0,5.0,11.0
1226,11.0,5.0,5.0,12.0
1227,11.0,5.0,5.0,12.0
1228,12.0,7.0,5.0,14.0
1229,13.0,10.0,5.0,14.0
1230,14.0,11.0,5.0,16.0
1231,9.0,10.0,1.0,13.0
1232,6.0,9.0,2.0,11.0
1233,4.0,10.0,3.0,10.0
1234,4.0,15.0,1.0,10.0
1235,4.0,12.0,4.0,9.0
1236,8.0,8.0,4.0,8.0
1237,7.0,5.0,4.0,7.0
1238,5.0,3.0,2.0,6.0
1239,2.0,2.0,2.0,7.0
1240,2.0,1.0,5.0,7.0
1241,3.0,3.0,6.0,6.0
1242,1.0,5.0,4.0,4.0
1243,4.0,6.0,5.0,4.0
1244,6.0,6.0,6.0,4.0
1245,8.0,7.0,6.0,5.0
1246,10.0,8.0,8.0,7.0
1247,10.0,9.0,8.0,9.0
1248,12.0,10.0,9.0,9.0
1249,13.0,12.0,9.0,9.0
1250,13.0,13.0,10.0,9.0
1251,13.0,13.0,12.0,9.0
1252,14.0,15.0,12.0,12.0
1253,15.0,15.0,13.0,14.0
1254,16.0,17.0,15.0,16.0
1255,12.0,12.0,11.0,11.0
1256,9.0,14.0,10.0,9.0
1257,8.0,12.0,10.0,11.0
1258,9.0,12.0,9.0,10.0
1259,10.0,11.0,6.0,10.0
1260,9.0,12.0,5.0,10.0
1261,7.0,9.0,4.0,10.0
1262,6.0,7.0,4.0,7.0
1263,5.0,5.0,4.0,6.0
1264,3.0,1.0,5.0,4.0
1265,5.0,2.0,5.0,2.0
1266,4.0,3.0,3.0,1.0
1267,4.0,4.0,3.0,2.0
1268,4.0,6.0,5.0,2.0
1269,5.0,7.0,7.0,3.0
1270,6.0,9.0,8.0,5.0
1271,6.0,11.0,9.0,6.0
1272,6.0,11.0,10.0,7.0
1273,7.0,12.0,11.0,8.0
1274,8.0,12.0,13.0,8.0
1275,9.0,13.0,13.0,11.0
1276,10.0,15.0,14.0,11.0
1277,12.0,15.0,15.0,17.0
1278,13.0,15.0,19.0,20.0
1279,12.0,13.0,16.0,17.0
1280,10.0,12.0,14.0,17.0
1281,10.0,11.0,12.0,17.0
1282,10.0,10.0,13.0,18.0
1283,11.0,9.0,12.0,19.0
1284,7.0,8.0,11.0,19.0
1285,4.0,9.0,10.0,16.0
1286,2.0,4.0,10.0,13.0
1287,1.0,2.0,10.0,12.0
1288,1.0,2.0,8.0,12.0
1289,1.0,3.0,9.0,11.0
1290,1.0,1.0,10.0,9.0
1291,1.0,1.0,11.0,10.0
1292,2.0,2.0,13.0,10.0
1293,2.0,3.0,13.0,12.0
1294,2.0,4.0,16.0,14.0
1295,4.0,7.0,17.0,15.0
1296,4.0,11.0,18.0,15.0
1297,4.0,12.0,19.0,16.0
1298,4.0,15.0,20.0,16.0
1299,4.0,16.0,20.0,17.0
1300,5.0,16.0,21.0,17.0
1301,5.0,17.0,23.0,17.0
1302,6.0,19.0,24.0,20.0
1303,6.0,15.0,18.0,15.0
1304,4.0,13.0,14.0,15.0
1305,7.0,12.0,13.0,13.0
1306,5.0,12.0,13.0,13.0
1307,6.0,12.0,10.0,13.0
1308,5.0,9.0,9.0,12.0
1309,6.0,12.0,8.0,10.0
1310,6.0,11.0,6.0,9.0
1311,5.0,9.0,3.0,7.0
1312,3.0,6.0,4.0,5.0
1313,1.0,1.0,5.0,7.0
1314,0.0,1.0,4.0,4.0
1315,3.0,2.0,4.0,4.0
1316,5.0,5.0,4.0,5.0
1317,5.0,5.0,5.0,6.0
1318,6.0,8.0,6.0,7.0
1319,6.0,8.0,6.0,7.0
1320,8.0,8.0,6.0,9.0
1321,10.0,8.0,8.0,9.0
1322,10.0,8.0,10.0,11.0
1323,13.0,9.0,10.0,14.0
1324,17.0,10.0,10.0,15.0
1325,17.0,13.0,12.0,17.0
1326,19.0,13.0,13.0,18.0
1327,17.0,9.0,8.0,13.0
1328,16.0,8.0,6.0,13.0
1329,16.0,8.0,6.0,13.0
1330,15.0,7.0,8.0,14.0
1331,13.0,9.0,11.0,12.0
1332,12.0,8.0,10.0,12.0
1333,10.0,9.0,5.0,15.0
1334,11.0,9.0,3.0,15.0
1335,11.0,8.0,3.0,13.0
1336,8.0,6.0,4.0,12.0
1337,5.0,5.0,4.0,9.0
1338,3.0,4.0,2.0,6.0
1339,6.0,4.0,2.0,6.0
1340,7.0,6.0,2.0,6.0
1341,10.0,8.0,5.0,6.0
1342,12.0,9.0,5.0,8.0
1343,13.0,9.0,5.0,9.0
1344,14.0,10.0,6.0,10.0
1345,16.0,10.0,6.0,11.0
1346,16.0,12.0,6.0,11.0
1347,16.0,12.0,6.0,11.0
1348,16.0,12.0,6.0,11.0
1349,17.0,13.0,6.0,13.0
1350,19.0,15.0,8.0,13.0
1351,15.0,11.0,4.0,8.0
1352,15.0,10.0,2.0,9.0
1353,16.0,8.0,3.0,9.0
1354,16.0,7.0,2.0,9.0
1355,14.0,5.0,2.0,7.0
1356,14.0,4.0,3.0,6.0
1357,12.0,3.0,5.0,5.0
1358,8.0,1.0,6.0,5.0
1359,4.0,1.0,2.0,4.0
1360,4.0,1.0,1.0,3.0
1361,5.0,2.0,3.0,2.0
1362,4.0,2.0,5.0,0.0
1363,5.0,6.0,7.0,2.0
1364,5.0,6.0,10.0,2.0
1365,6.0,6.0,11.0,2.0
1366,7.0,8.0,11.0,2.0
1367,8.0,9.0,11.0,2.0
1368,8.0,9.0,12.0,3.0
1369,9.0,12.0,13.0,3.0
1370,10.0,13.0,14.0,6.0
1371,13.0,13.0,15.0,7.0
1372,14.0,15.0,15.0,7.0
1373,16.0,16.0,15.0,7.0
1374,17.0,16.0,17.0,10.0
1375,13.0,16.0,11.0,7.0
1376,12.0,12.0,8.0,8.0
1377,12.0,11.0,6.0,10.0
1378,11.0,9.0,4.0,8.0
1379,12.0,8.0,2.0,8.0
1380,12.0,9.0,1.0,8.0
1381,12.0,9.0,3.0,6.0
1382,10.0,8.0,3.0,7.0
1383,8.0,9.0,3.0,6.0
1384,6.0,8.0,1.0,5.0
1385,7.0,8.0,2.0,4.0
1386,7.0,6.0,2.0,4.0
1387,9.0,6.0,3.0,5.0
1388,9.0,6.0,4.0,6.0
1389,9.0,6.0,6.0,7.0
1390,11.0,6.0,7.0,7.0
1391,12.0,9.0,8.0,7.0
1392,15.0,9.0,10.0,8.0
1393,17.0,9.0,10.0,8.0
1394,19.0,9.0,11.0,8.0
1395,19.0,11.0,12.0,8.0
1396,20.0,11.0,12.0,8.0
1397,23.0,12.0,13.0,10.0
1398,23.0,12.0,15.0,11.0
1399,19.0,9.0,14.0,6.0
1400,17.0,8.0,11.0,5.0
1401,16.0,7.0,13.0,5.0
1402,15.0,7.0,10.0,5.0
1403,16.0,8.0,8.0,5.0
1404,16.0,8.0,11.0,5.0
1405,14.0,8.0,8.0,6.0
1406,16.0,6.0,7.0,5.0
1407,16.0,4.0,4.0,4.0
1408,13.0,4.0,4.0,3.0
1409,12.0,2.0,4.0,3.0
1410,10.0,2.0,3.0,5.0
1411,10.0,4.0,4.0,5.0
1412,11.0,5.0,5.0,7.0
1413,11.0,6.0,5.0,7.0
1414,12.0,7.0,6.0,7.0
1415,14.0,9.0,9.0,7.0
1416,16.0,9.0,13.0,9.0
1417,17.0,10.0,13.0,10.0
1418,18.0,10.0,13.0,12.0
1419,18.0,11.0,16.0,16.0
1420,19.0,11.0,17.0,17.0
1421,19.0,11.0,19.0,19.0
1422,21.0,11.0,19.0,21.0
1423,16.0,5.0,15.0,15.0
1424,20.0,3.0,15.0,12.0
1425,20.0,5.0,15.0,10.0
1426,17.0,5.0,15.0,10.0
1427,17.0,3.0,13.0,9.0
1428,16.0,3.0,12.0,7.0
1429,15.0,4.0,9.0,8.0
1430,12.0,4.0,7.0,5.0
1431,10.0,3.0,6.0,3.0
1432,11.0,2.0,6.0,2.0
1433,13.0,0.0,6.0,1.0
1434,12.0,1.0,5.0,1.0
1435,14.0,1.0,7.0,1.0
1436,14.0,3.0,8.0,2.0
1437,15.0,4.0,10.0,4.0
1438,17.0,5.0,10.0,4.0
1439,18.0,5.0,11.0,4.0
1440,18.0,5.0,11.0,5.0
1441,18.0,7.0,12.0,5.0
1442,19.0,9.0,14.0,5.0
1443,20.0,9.0,15.0,6.0
1444,22.0,10.0,16.0,9.0
1445,22.0,10.0,19.0,9.0
1446,25.0,10.0,20.0,11.0
1447,20.0,9.0,19.0,7.0
1448,16.0,7.0,15.0,10.0
1449,11.0,6.0,15.0,9.0
1450,9.0,5.0,13.0,9.0
1451,10.0,4.0,11.0,8.0
1452,10.0,6.0,9.0,7.0
1453,12.0,6.0,9.0,8.0
1454,9.0,6.0,9.0,7.0
1455,9.0,7.0,7.0,4.0
1456,8.0,5.0,7.0,7.0
1457,8.0,5.0,4.0,6.0
1458,7.0,7.0,6.0,5.0
1459,7.0,8.0,8.0,5.0
1460,10.0,8.0,8.0,6.0
1461,10.0,8.0,9.0,8.0
1462,12.0,9.0,11.0,9.0
1463,14.0,9.0,13.0,10.0
1464,14.0,11.0,13.0,10.0
1465,14.0,13.0,15.0,11.0
1466,15.0,15.0,16.0,11.0
1467,18.0,18.0,16.0,12.0
1468,18.0,18.0,16.0,14.0
1469,19.0,21.0,16.0,15.0
1470,19.0,22.0,16.0,15.0
1471,14.0,19.0,14.0,10.0
1472,13.0,16.0,11.0,9.0
1473,11.0,12.0,9.0,7.0
1474,9.0,10.0,9.0,6.0
1475,10.0,11.0,6.0,6.0
1476,9.0,13.0,3.0,6.0
1477,9.0,12.0,3.0,7.0
1478,9.0,10.0,4.0,5.0
1479,9.0,6.0,3.0,5.0
1480,9.0,4.0,4.0,4.0
1481,8.0,3.0,6.0,2.0
1482,6.0,2.0,5.0,2.0
1483,8.0,2.0,7.0,3.0
1484,9.0,2.0,7.0,4.0
1485,11.0,3.0,10.0,4.0
1486,11.0,3.0,11.0,5.0
1487,12.0,4.0,12.0,6.0
1488,12.0,4.0,12.0,6.0
1489,14.0,5.0,14.0,6.0
1490,15.0,7.0,15.0,9.0
1491,17.0,8.0,18.0,10.0
1492,18.0,10.0,20.0,12.0
1493,20.0,10.0,22.0,13.0
1494,20.0,12.0,22.0,14.0
1495,14.0,9.0,19.0,10.0
1496,13.0,8.0,16.0,11.0
1497,12.0,11.0,16.0,14.0
1498,12.0,12.0,15.0,14.0
1499,13.0,11.0,13.0,13.0
1500,12.0,10.0,14.0,9.0
1501,10.0,10.0,14.0,7.0
1502,8.0,11.0,12.0,5.0
1503,8.0,11.0,8.0,5.0
1504,9.0,8.0,5.0,3.0
1505,7.0,4.0,4.0,3.0
1506,6.0,3.0,3.0,2.0
1507,7.0,3.0,4.0,2.0
1508,7.0,5.0,6.0,3.0
1509,9.0,8.0,7.0,4.0
1510,11.0,8.0,8.0,4.0
1511,12.0,8.0,9.0,4.0
1512,12.0,9.0,10.0,4.0
1513,14.0,10.0,12.0,6.0
1514,14.0,10.0,13.0,8.0
1515,15.0,11.0,16.0,10.0
1516,15.0,12.0,17.0,11.0
1517,16.0,12.0,17.0,11.0
1518,17.0,12.0,17.0,12.0
1519,12.0,9.0,14.0,10.0
1520,10.0,7.0,12.0,9.0
1521,12.0,6.0,12.0,10.0
